"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"23","100 BLOCK OF NE 148TH AVE","22-215173","Property","Glenfair","8/10/2022",2014,"Robbery","Robbery",45.523473236,-122.510578065,7686851,683357,"8/10/2022",1
"24","100 BLOCK OF NE 148TH AVE","22-329751","Property","Hazelwood","12/13/2022",1014,"Robbery","Robbery",45.523471053,-122.510702882,7686819,683357,"12/13/2022",1
"25","100 BLOCK OF NE 172ND AVE","22-301012","Property","","11/7/2022",1945,"Robbery","Robbery",45.523302016,-122.4861904,7693098,683140,"11/10/2022",1
"26","100 BLOCK OF NE BILLINGHER DR","22-238145","Property","Montavilla","9/4/2022",9,"Robbery","Robbery",45.523886985,-122.5758747,7670125,683931,"9/4/2022",1
"27","100 BLOCK OF NW 2ND AVE","22-67828","Property","Old Town/Chinatown","3/13/2022",1110,"Robbery","Robbery",45.524205708,-122.672469731,7645380,684698,"3/13/2022",1
"28","100 BLOCK OF NW 2ND AVE","22-214315","Property","Old Town/Chinatown","8/9/2022",2237,"Robbery","Robbery",45.524205708,-122.672469731,7645380,684698,"8/9/2022",1
"29","100 BLOCK OF NW 20TH PL","22-65337","Property","Northwest","3/10/2022",1744,"Robbery","Robbery",45.524030192,-122.693263224,7640051,684778,"3/10/2022",1
"30","100 BLOCK OF NW 20TH PL","22-74014","Property","Northwest","3/17/2022",1647,"Robbery","Robbery",45.524030192,-122.693263224,7640051,684778,"3/19/2022",1
"31","100 BLOCK OF NW 20TH PL","22-265223","Property","Northwest","10/2/2022",1515,"Robbery","Robbery",45.524030192,-122.693263224,7640051,684778,"10/2/2022",1
"32","100 BLOCK OF NW 20TH PL","22-344418","Property","Northwest","12/30/2022",703,"Robbery","Robbery",45.524030192,-122.693263224,7640051,684778,"12/30/2022",1
"33","100 BLOCK OF NW 21ST AVE","22-36800","Property","Northwest","2/8/2022",1839,"Robbery","Robbery",45.524005856,-122.694394218,7639761,684777,"2/8/2022",1
"34","100 BLOCK OF NW BROADWAY","22-132486","Property","Old Town/Chinatown","5/19/2022",1239,"Robbery","Robbery",45.524114839,-122.677415519,7644112,684699,"5/19/2022",1
"35","100 BLOCK OF NW COUCH ST","22-295431","Property","Old Town/Chinatown","11/4/2022",956,"Robbery","Robbery",45.523816187,-122.671884962,7645526,684552,"11/4/2022",1
"36","100 BLOCK OF SE 106TH AVE","22-306730","Property","Hazelwood","11/16/2022",2301,"Robbery","Robbery",45.521211027,-122.553944231,7675719,682812,"11/16/2022",1
"37","100 BLOCK OF SE 151ST AVE","22-123858","Property","Glenfair","5/9/2022",2000,"Robbery","Robbery",45.521304453,-122.508147878,7687454,682551,"5/10/2022",1
"38","100 BLOCK OF SW 3RD AVE","22-29292","Property","Old Town/Chinatown","1/31/2022",2050,"Robbery","Robbery",45.521906128,-122.673505823,7645092,683867,"1/31/2022",1
"39","100 BLOCK OF SW MAIN ST","22-139415","Property","Downtown","5/26/2022",607,"Robbery","Robbery",45.515159308,-122.675542306,7644504,681422,"5/26/2022",1
"40","100 BLOCK OF SW MORRISON ST","22-72700","Property","Downtown","3/18/2022",849,"Robbery","Robbery",45.517903696,-122.674055119,7644912,682412,"3/18/2022",1
"41","100 BLOCK OF SW YAMHILL ST","22-31075","Property","Downtown","2/2/2022",1558,"Robbery","Robbery",45.517238385,-122.674416017,7644813,682172,"2/2/2022",1
"42","100 BLOCK OF W BURNSIDE ST","22-184438","Property","Old Town/Chinatown","7/10/2022",1245,"Robbery","Robbery",45.523169371,-122.67184851,7645529,684316,"7/10/2022",1
"43","200 BLOCK OF N HOLMAN ST","22-244422","Property","Piedmont","9/10/2022",1543,"Robbery","Robbery",45.56769061,-122.669228723,7646636,700525,"9/10/2022",1
"44","200 BLOCK OF N LOMBARD ST","22-45912","Property","Piedmont","2/18/2022",534,"Robbery","Robbery",45.577263009,-122.6687978,7646840,704011,"2/18/2022",1
"45","200 BLOCK OF NE BROADWAY","22-900930","Property","Lloyd","1/11/2022",1624,"Robbery","Robbery",45.535048518,-122.663167768,7647869,688586,"1/11/2022",1
"46","200 BLOCK OF NE COLUMBIA BLVD","22-45231","Property","Piedmont","2/17/2022",1257,"Robbery","Robbery",45.581500831,-122.662880333,7648396,705515,"2/17/2022",1
"47","200 BLOCK OF NW 3RD AVE","22-268713","Property","Old Town/Chinatown","10/6/2022",1423,"Robbery","Robbery",45.524899442,-122.67350722,7645121,684958,"10/6/2022",1
"48","200 BLOCK OF NW 5TH AVE","22-46534","Property","Old Town/Chinatown","2/18/2022",1837,"Robbery","Robbery",45.52486106,-122.675535444,7644601,684958,"2/18/2022",1
"49","200 BLOCK OF SE MARTIN LUTHER KING JR BLVD","22-185393","Property","Buckman West","7/11/2022",1019,"Robbery","Robbery",45.521152314,-122.661834339,7648075,683512,"7/11/2022",1
"50","200 BLOCK OF SE MARTIN LUTHER KING JR BLVD","22-302603","Property","Buckman West","11/12/2022",1036,"Robbery","Robbery",45.521152314,-122.661834339,7648075,683512,"11/12/2022",1
"51","200 BLOCK OF SW 1ST AVE","22-331786","Property","Old Town/Chinatown","12/15/2022",1204,"Robbery","Robbery",45.520720619,-122.671922672,7645486,683424,"12/15/2022",1
"52","200 BLOCK OF SW 8TH AVE","22-223634","Property","Downtown","8/19/2022",1637,"Robbery","Robbery",45.522686396,-122.678375548,7643852,684185,"8/19/2022",1
"53","200 BLOCK OF SW ASH ST","22-166163","Property","Old Town/Chinatown","6/21/2022",1954,"Robbery","Robbery",45.522170755,-122.672860237,7645260,683959,"6/21/2022",1
"54","200 BLOCK OF SW HARRISON ST","22-11621","Property","Downtown","1/13/2022",1346,"Robbery","Robbery",45.510106871,-122.679375875,7643472,679607,"1/13/2022",1
"55","200 BLOCK OF SW MORRISON ST","22-2243","Property","Downtown","1/3/2022",1749,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"1/3/2022",1
"56","200 BLOCK OF SW MORRISON ST","22-33920","Property","Downtown","2/4/2022",1600,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"2/5/2022",1
"57","200 BLOCK OF SW MORRISON ST","22-71000","Property","Downtown","3/16/2022",1552,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"3/16/2022",1
"58","200 BLOCK OF SW MORRISON ST","22-73814","Property","Downtown","3/19/2022",1025,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"3/19/2022",1
"59","200 BLOCK OF SW MORRISON ST","22-73832","Property","Downtown","3/19/2022",1050,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"3/19/2022",1
"60","200 BLOCK OF SW MORRISON ST","22-74112","Property","Downtown","3/19/2022",1833,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"3/19/2022",1
"61","200 BLOCK OF SW MORRISON ST","22-89785","Property","Downtown","4/4/2022",1410,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"4/4/2022",1
"62","200 BLOCK OF SW MORRISON ST","22-101033","Property","Downtown","4/16/2022",1359,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"4/16/2022",1
"63","200 BLOCK OF SW MORRISON ST","22-105075","Property","Downtown","4/20/2022",1826,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"4/20/2022",1
"64","200 BLOCK OF SW MORRISON ST","22-131753","Property","Downtown","5/18/2022",1854,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"5/18/2022",1
"65","200 BLOCK OF SW MORRISON ST","22-161090","Property","Downtown","6/16/2022",1732,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"6/16/2022",1
"66","200 BLOCK OF SW MORRISON ST","22-176790","Property","Downtown","7/2/2022",1807,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"7/2/2022",1
"67","200 BLOCK OF SW MORRISON ST","22-192371","Property","Downtown","7/18/2022",1418,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"7/18/2022",1
"68","200 BLOCK OF SW MORRISON ST","22-211845","Property","Downtown","8/7/2022",1309,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"8/7/2022",1
"69","200 BLOCK OF SW MORRISON ST","22-212009","Property","Downtown","8/7/2022",1618,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"8/7/2022",1
"70","200 BLOCK OF SW MORRISON ST","22-219629","Property","Downtown","8/15/2022",1403,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"8/15/2022",1
"71","200 BLOCK OF SW MORRISON ST","22-227086","Property","Downtown","8/23/2022",1043,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"8/23/2022",1
"72","200 BLOCK OF SW MORRISON ST","22-245196","Property","Downtown","9/9/2022",1938,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"9/11/2022",1
"73","200 BLOCK OF SW MORRISON ST","22-282501","Property","Downtown","10/21/2022",1025,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"10/21/2022",1
"74","200 BLOCK OF SW MORRISON ST","22-284610","Property","Downtown","10/23/2022",1856,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"10/23/2022",1
"75","200 BLOCK OF SW MORRISON ST","22-291111","Property","Downtown","10/30/2022",1855,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"10/30/2022",1
"76","200 BLOCK OF SW MORRISON ST","22-294836","Property","Downtown","11/3/2022",1714,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"11/3/2022",1
"77","200 BLOCK OF SW MORRISON ST","22-308191","Property","Downtown","11/18/2022",1405,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"11/18/2022",1
"78","200 BLOCK OF SW MORRISON ST","22-309106","Property","Downtown","11/19/2022",1503,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"11/19/2022",1
"79","200 BLOCK OF SW MORRISON ST","22-323145","Property","Downtown","12/5/2022",1616,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"12/5/2022",1
"80","200 BLOCK OF SW MORRISON ST","22-335469","Property","Downtown","12/19/2022",1258,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"12/19/2022",1
"81","200 BLOCK OF SW MORRISON ST","22-908242","Property","Downtown","3/20/2022",1805,"Robbery","Robbery",45.518162522,-122.675021214,7644667,682513,"3/24/2022",1
"82","200 BLOCK OF SW PINE ST","22-134870","Property","Downtown","5/21/2022",2236,"Robbery","Robbery",45.521416682,-122.673272421,7645147,683687,"5/21/2022",1
"83","200 BLOCK OF SW YAMHILL ST","22-61517","Property","Downtown","3/6/2022",2024,"Robbery","Robbery",45.517411256,-122.675429545,7644555,682242,"3/6/2022",1
"84","300 BLOCK OF N GRAHAM ST","22-206802","Property","Eliot","8/2/2022",639,"Robbery","Robbery",45.542777609,-122.669705603,7646270,691448,"8/2/2022",1
"85","300 BLOCK OF NW BROADWAY","22-235934","Property","Pearl","9/1/2022",1557,"Robbery","Robbery",45.52553822,-122.677591111,7644081,685219,"9/1/2022",1
"86","300 BLOCK OF NW GLISAN ST","22-70355","Property","Old Town/Chinatown","3/15/2022",2348,"Robbery","Robbery",45.526623698,-122.674022119,7645006,685590,"3/16/2022",1
"87","300 BLOCK OF SE 3RD AVE","22-14997","Property","Buckman West","1/16/2022",200,"Robbery","Robbery",45.52044247,-122.662814271,7647817,683260,"1/17/2022",1
"88","300 BLOCK OF SE 99TH AVE","22-5927","Property","Hazelwood","1/7/2022",1610,"Robbery","Robbery",45.520088891,-122.562216565,7673589,682457,"1/7/2022",1
"89","300 BLOCK OF SE 99TH AVE","22-313079","Property","Hazelwood","11/24/2022",339,"Robbery","Robbery",45.520088891,-122.562216565,7673589,682457,"11/24/2022",1
"90","300 BLOCK OF SE 102ND AVE","22-16198","Property","Hazelwood","1/18/2022",1215,"Robbery","Robbery",45.520016618,-122.558443855,7674555,682406,"1/18/2022",1
"91","300 BLOCK OF SE 160TH AVE","22-61631","Property","Glenfair","3/6/2022",2315,"Robbery","Robbery",45.520106252,-122.498980952,7689792,682056,"3/6/2022",1
"92","300 BLOCK OF SE GRAND AVE","22-79037","Property","Buckman West","3/24/2022",1513,"Robbery","Robbery",45.520436366,-122.660659617,7648369,683243,"3/24/2022",1
"93","300 BLOCK OF SW 1ST AVE","22-121144","Property","Old Town/Chinatown","5/7/2022",2027,"Robbery","Robbery",45.520052574,-122.672283508,7645387,683183,"5/7/2022",1
"94","300 BLOCK OF SW 6TH AVE","22-130322","Property","Downtown","5/17/2022",1227,"Robbery","Robbery",45.5214237,-122.67739428,7644091,683718,"5/17/2022",1
"95","300 BLOCK OF SW HARVEY MILK ST","22-109697","Property","Downtown","4/25/2022",1559,"Robbery","Robbery",45.520349858,-122.674987914,7644697,683310,"4/25/2022",1
"96","300 BLOCK OF SW MORRISON ST","22-2251","Property","Downtown","1/3/2022",1804,"Robbery","Robbery",45.518431642,-122.676022838,7644413,682618,"1/3/2022",1
"97","300 BLOCK OF SW OAK ST","22-39348","Property","Downtown","2/11/2022",1059,"Robbery","Robbery",45.521098307,-122.674583351,7644808,683580,"2/11/2022",1
"98","300 BLOCK OF SW OAK ST","22-185663","Property","Downtown","7/11/2022",1549,"Robbery","Robbery",45.521098307,-122.674583351,7644808,683580,"7/11/2022",1
"99","300 BLOCK OF SW TAYLOR ST","22-264299","Property","Downtown","10/1/2022",1639,"Robbery","Robbery",45.517098191,-122.676748381,7644214,682137,"10/1/2022",1
"100","300 BLOCK OF SW TAYLOR ST","22-288751","Property","Downtown","10/28/2022",1038,"Robbery","Robbery",45.517098191,-122.676748381,7644214,682137,"10/28/2022",1
"101","300 BLOCK OF W BURNSIDE ST","22-191028","Property","Downtown","7/17/2022",215,"Robbery","Robbery",45.523067886,-122.673878159,7645008,684293,"7/17/2022",1
"102","300 BLOCK OF W BURNSIDE ST","22-223631","Property","Downtown","8/19/2022",1600,"Robbery","Robbery",45.523067886,-122.673878159,7645008,684293,"8/19/2022",1
"103","400 BLOCK OF NE 91ST AVE","22-212368","Property","Montavilla","8/8/2022",14,"Robbery","Robbery",45.525988684,-122.570241155,7671588,684660,"8/8/2022",1
"104","400 BLOCK OF NE 122ND AVE","22-136813","Property","Hazelwood","5/23/2022",2101,"Robbery","Robbery",45.525898411,-122.537685379,7679928,684415,"5/23/2022",1
"105","400 BLOCK OF NE BROADWAY","22-248623","Property","Eliot","9/15/2022",55,"Robbery","Robbery",45.535116913,-122.661136419,7648390,688597,"9/15/2022",1
"106","400 BLOCK OF NE LLOYD BLVD","22-229435","Property","Lloyd","8/25/2022",1929,"Robbery","Robbery",45.526503568,-122.661191076,7648292,685458,"8/25/2022",1
"107","400 BLOCK OF NE WASCO ST","22-17518","Property","Lloyd","1/19/2022",1848,"Robbery","Robbery",45.532265955,-122.661152804,7648358,687558,"1/19/2022",1
"108","400 BLOCK OF NE WASCO ST","22-68755","Property","Lloyd","3/14/2022",820,"Robbery","Robbery",45.532265955,-122.661152804,7648358,687558,"3/14/2022",1
"109","400 BLOCK OF NW BROADWAY","22-247499","Property","Pearl","9/13/2022",2112,"Robbery","Robbery",45.526251056,-122.677618452,7644081,685479,"9/13/2022",1
"110","400 BLOCK OF NW BROADWAY","22-249885","Property","Pearl","9/16/2022",1322,"Robbery","Robbery",45.526251056,-122.677618452,7644081,685479,"9/16/2022",1
"111","400 BLOCK OF SE 80TH AVE","22-141092","Property","Montavilla","5/27/2022",1716,"Robbery","Robbery",45.519430595,-122.581530799,7668634,682344,"5/27/2022",1
"112","400 BLOCK OF SE 111TH AVE","22-145392","Property","Hazelwood","5/31/2022",2119,"Robbery","Robbery",45.519303107,-122.549398799,7676866,682087,"5/31/2022",1
"113","400 BLOCK OF SE IVON ST","22-131854","Property","Hosford-Abernethy","5/18/2022",2000,"Robbery","Robbery",45.504125506,-122.661814446,7647914,677306,"5/18/2022",1
"114","400 BLOCK OF SW MORRISON ST","22-132592","Property","Downtown","5/19/2022",1309,"Robbery","Robbery",45.518705867,-122.677044182,7644154,682725,"5/19/2022",1
"115","400 BLOCK OF SW MORRISON ST","22-225037","Property","Downtown","8/20/2022",1630,"Robbery","Robbery",45.518705867,-122.677044182,7644154,682725,"8/21/2022",1
"116","400 BLOCK OF SW YAMHILL ST","22-319789","Property","Downtown","12/1/2022",1809,"Robbery","Robbery",45.517951705,-122.677460185,7644040,682453,"12/1/2022",1
"117","400 BLOCK OF W BURNSIDE ST","22-260642","Property","Downtown","9/27/2022",1854,"Robbery","Robbery",45.523045807,-122.674899935,7644746,684292,"9/27/2022",1
"118","400 BLOCK OF W BURNSIDE ST","22-280441","Property","Downtown","10/18/2022",2328,"Robbery","Robbery",45.523045807,-122.674899935,7644746,684292,"10/18/2022",1
"119","500 BLOCK OF N MASON ST","22-249982","Property","Boise","9/10/2022",1500,"Robbery","Robbery",45.553277499,-122.672032331,7645777,695291,"9/16/2022",1
"120","500 BLOCK OF NE 47TH AVE","22-31299","Property","North Tabor","2/2/2022",2144,"Robbery","Robbery",45.526703336,-122.615065146,7660111,685218,"2/2/2022",1
"121","500 BLOCK OF NE BROADWAY","22-9888","Property","Eliot","1/11/2022",2033,"Robbery","Robbery",45.535111233,-122.660125081,7648649,688588,"1/11/2022",1
"122","500 BLOCK OF NE BROADWAY","22-148723","Property","Eliot","6/4/2022",230,"Robbery","Robbery",45.535111233,-122.660125081,7648649,688588,"6/4/2022",1
"123","500 BLOCK OF NE BROADWAY","22-214569","Property","Eliot","8/10/2022",726,"Robbery","Robbery",45.535111233,-122.660125081,7648649,688588,"8/10/2022",1
"124","500 BLOCK OF NE BROADWAY","22-264572","Property","Eliot","10/1/2022",2248,"Robbery","Robbery",45.535111233,-122.660125081,7648649,688588,"10/1/2022",1
"125","500 BLOCK OF NE GRAND AVE","22-22031","Property","Lloyd","1/24/2022",641,"Robbery","Robbery",45.526906954,-122.660749736,7648409,685602,"1/24/2022",1
"126","500 BLOCK OF NE HOLLADAY ST","22-36732","Property","Lloyd","2/8/2022",1724,"Robbery","Robbery",45.530095324,-122.660152827,7648593,686760,"2/8/2022",1
"127","500 BLOCK OF NE HOLLADAY ST","22-40618","Property","Lloyd","2/12/2022",1836,"Robbery","Robbery",45.530095324,-122.660152827,7648593,686760,"2/12/2022",1
"128","500 BLOCK OF NE HOLLADAY ST","22-78572","Property","Lloyd","3/24/2022",240,"Robbery","Robbery",45.530095324,-122.660152827,7648593,686760,"3/24/2022",1
"129","500 BLOCK OF NE HOLLADAY ST","22-178099","Property","Lloyd","7/4/2022",202,"Robbery","Robbery",45.530007443,-122.66015729,7648591,686728,"7/4/2022",1
"130","500 BLOCK OF NE HOLLADAY ST","22-202541","Property","Lloyd","7/27/2022",1830,"Robbery","Robbery",45.530007443,-122.66015729,7648591,686728,"7/28/2022",1
"131","500 BLOCK OF NW 6TH AVE","22-197857","Property","Old Town/Chinatown","7/24/2022",100,"Robbery","Robbery",45.526985543,-122.676502926,7644374,685739,"7/24/2022",1
"132","500 BLOCK OF NW 6TH AVE","22-340528","Property","Old Town/Chinatown","12/25/2022",1741,"Robbery","Robbery",45.526985543,-122.676502926,7644374,685739,"12/25/2022",1
"133","500 BLOCK OF NW 19TH AVE","22-67380","Property","Northwest","3/12/2022",1907,"Robbery","Robbery",45.526731335,-122.690315109,7640833,685742,"3/12/2022",1
"134","500 BLOCK OF SE 82ND AVE","22-91199","Property","Montavilla","4/6/2022",234,"Robbery","Robbery",45.518758422,-122.579105988,7669249,682083,"4/6/2022",1
"135","500 BLOCK OF SE 136TH AVE","22-303149","Property","Hazelwood","11/12/2022",2349,"Robbery","Robbery",45.518761871,-122.523902674,7683394,681725,"11/12/2022",1
"136","500 BLOCK OF SE GRAND AVE","22-255023","Property","Buckman West","9/21/2022",1840,"Robbery","Robbery",45.519009832,-122.660796574,7648320,682724,"9/21/2022",1
"137","500 BLOCK OF SE MORRISON ST","22-192597","Property","Buckman West","7/18/2022",1904,"Robbery","Robbery",45.517269869,-122.66023862,7648446,682086,"7/18/2022",1
"138","500 BLOCK OF SW 4TH AVE","22-57740","Property","Downtown","3/2/2022",1852,"Robbery","Robbery",45.519541876,-122.676073191,7644411,683023,"3/2/2022",1
"139","500 BLOCK OF SW 4TH AVE","22-133149","Property","Downtown","5/20/2022",559,"Robbery","Robbery",45.519541876,-122.676073191,7644411,683023,"5/20/2022",1
"140","500 BLOCK OF SW 4TH AVE","22-141749","Property","Downtown","5/28/2022",942,"Robbery","Robbery",45.519541876,-122.676073191,7644411,683023,"5/28/2022",1
"141","500 BLOCK OF SW TAYLOR ST","22-66274","Property","Downtown","3/9/2022",2311,"Robbery","Robbery",45.517563482,-122.67883468,7643684,682321,"3/11/2022",1
"142","500 BLOCK OF SW WASHINGTON ST","22-30558","Property","Downtown","2/2/2022",404,"Robbery","Robbery",45.520227515,-122.677391342,7644080,683282,"2/2/2022",1
"143","600 BLOCK OF NE MONROE ST","22-156367","Property","Eliot","6/12/2022",300,"Robbery","Robbery",45.545562373,-122.659070324,7649021,692390,"6/12/2022",1
"144","600 BLOCK OF NW 10TH AVE","22-156867","Property","Pearl","6/12/2022",1949,"Robbery","Robbery",45.527609628,-122.681210993,7643174,685999,"6/12/2022",1
"145","600 BLOCK OF NW 14TH AVE","22-162868","Property","Pearl","6/18/2022",1331,"Robbery","Robbery",45.52753804,-122.685267833,7642134,686001,"6/18/2022",1
"146","600 BLOCK OF NW 21ST AVE","22-14624","Property","Northwest","1/16/2022",1924,"Robbery","Robbery",45.52736959,-122.69439542,7639794,686003,"1/16/2022",1
"147","600 BLOCK OF NW 21ST AVE","22-249475","Property","Northwest","9/16/2022",44,"Robbery","Robbery",45.52736959,-122.69439542,7639794,686003,"9/16/2022",1
"148","600 BLOCK OF NW COUCH ST","22-231710","Property","Old Town/Chinatown","8/28/2022",910,"Robbery","Robbery",45.523810713,-122.676958892,7644226,684585,"8/28/2022",1
"149","600 BLOCK OF NW GLISAN ST","22-126824","Property","Old Town/Chinatown","5/13/2022",2158,"Robbery","Robbery",45.526664946,-122.677060529,7644228,685626,"5/13/2022",1
"150","600 BLOCK OF SE 41ST AVE","22-100970","Property","Sunnyside","4/16/2022",1228,"Robbery","Robbery",45.518269942,-122.620546572,7658626,682181,"4/16/2022",1
"151","600 BLOCK OF SE 122ND AVE","22-335982","Property","Mill Park","12/20/2022",121,"Robbery","Robbery",45.517986185,-122.537830738,7679818,681532,"12/20/2022",1
"152","600 BLOCK OF SE FRANKLIN ST","22-14089","Property","Brooklyn","1/16/2022",612,"Robbery","Robbery",45.499744418,-122.659451153,7648477,675693,"1/16/2022",1
"153","600 BLOCK OF SE GRAND AVE","22-98791","Property","Buckman West","4/14/2022",507,"Robbery","Robbery",45.518293662,-122.660800543,7648312,682463,"4/14/2022",1
"154","600 BLOCK OF SE LINN ST","22-143329","Property","Sellwood-Moreland","5/29/2022",2202,"Robbery","Robbery",45.459289742,-122.658814873,7648246,660944,"5/29/2022",1
"155","600 BLOCK OF SE TAYLOR ST","22-327901","Property","Buckman West","12/11/2022",231,"Robbery","Robbery",45.515127077,-122.659216585,7648687,681298,"12/11/2022",1
"156","600 BLOCK OF SW 5TH AVE","22-80204","Property","Downtown","3/25/2022",1853,"Robbery","Robbery",45.519150854,-122.67745153,7644054,682890,"3/25/2022",1
"157","600 BLOCK OF SW 5TH AVE","22-141977","Property","Downtown","5/28/2022",1536,"Robbery","Robbery",45.519120097,-122.677337167,7644083,682878,"5/28/2022",1
"158","600 BLOCK OF SW ALDER ST","22-124787","Property","Downtown","5/11/2022",1728,"Robbery","Robbery",45.519836478,-122.678769687,7643723,683149,"5/11/2022",1
