"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"18","0 BLOCK OF NW 3RD AVE","22-906518","Property","Old Town/Chinatown","3/5/2022",1300,"Fraud Offenses","Identity Theft",45.523476583,-122.673448847,7645122,684439,"3/6/2022",1
"19","0 BLOCK OF NW 6TH AVE","22-923247","Property","Old Town/Chinatown","8/13/2022",2240,"Fraud Offenses","Credit Card/ATM Fraud",45.523418473,-122.676373991,7644372,684438,"8/14/2022",1
"20","0 BLOCK OF NW 6TH AVE","22-932148","Property","Old Town/Chinatown","11/16/2022",2130,"Fraud Offenses","Credit Card/ATM Fraud",45.523418473,-122.676373991,7644372,684438,"11/17/2022",1
"21","0 BLOCK OF NW 8TH AVE","22-902622","Property","Pearl","1/24/2022",840,"Fraud Offenses","Identity Theft",45.52338004,-122.678402161,7643852,684438,"1/28/2022",1
"22","0 BLOCK OF NW 23RD PL","22-680656","Property","Northwest","5/21/2022",1430,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524109012,-122.69976125,7638387,684852,"6/1/2022",1
"23","0 BLOCK OF NW DAVIS ST","22-91690","Property","Old Town/Chinatown","4/6/2022",1130,"Fraud Offenses","Credit Card/ATM Fraud",45.524547289,-122.670800508,7645811,684811,"4/6/2022",1
"24","0 BLOCK OF NW DAVIS ST","22-91690","Property","Old Town/Chinatown","4/6/2022",1130,"Fraud Offenses","Identity Theft",45.524547289,-122.670800508,7645811,684811,"4/6/2022",1
"25","0 BLOCK OF NW PARK AVE","22-161562","Property","Pearl","6/5/2022",100,"Fraud Offenses","Credit Card/ATM Fraud",45.523371398,-122.679147333,7643661,684440,"6/17/2022",1
"26","0 BLOCK OF NW PARK AVE","22-161562","Property","Pearl","6/5/2022",100,"Fraud Offenses","Identity Theft",45.523371398,-122.679147333,7643661,684440,"6/17/2022",1
"27","0 BLOCK OF NW PARK AVE","22-918284","Property","Pearl","6/27/2022",1535,"Fraud Offenses","Identity Theft",45.523371398,-122.679147333,7643661,684440,"6/27/2022",1
"28","0 BLOCK OF SE 28TH AVE","22-902395","Property","Kerns","1/21/2022",1510,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522501971,-122.637206664,7654398,683836,"1/25/2022",1
"29","0 BLOCK OF SE 30TH AVE","22-44202","Property","Kerns","2/16/2022",1317,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522493442,-122.635008929,7654961,683818,"2/16/2022",1
"30","0 BLOCK OF SE 82ND AVE","22-680785","Property","Montavilla","7/7/2022",900,"Fraud Offenses","Credit Card/ATM Fraud",45.522366035,-122.579117097,7669280,683398,"7/7/2022",1
"31","0 BLOCK OF SE 82ND AVE","22-921251","Property","Montavilla","6/28/2022",0,"Fraud Offenses","Credit Card/ATM Fraud",45.522366035,-122.579117097,7669280,683398,"7/28/2022",1
"32","0 BLOCK OF SE 89TH AVE","22-935371","Property","Montavilla","12/21/2022",1640,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522145422,-122.572040786,7671091,683271,"12/26/2022",1
"33","0 BLOCK OF SE 103RD AVE","22-903855","Property","Hazelwood","2/1/2022",1315,"Fraud Offenses","Credit Card/ATM Fraud",45.522120876,-122.557068255,7674927,683164,"2/9/2022",1
"34","0 BLOCK OF SE 103RD AVE","22-910157","Property","Hazelwood","4/11/2022",1900,"Fraud Offenses","Credit Card/ATM Fraud",45.522120876,-122.557068255,7674927,683164,"4/11/2022",1
"35","0 BLOCK OF SE MARTIN LUTHER KING JR BLVD","22-208347","Property","Buckman West","7/20/2022",1703,"Fraud Offenses","Identity Theft",45.522579095,-122.661830118,7648090,684032,"8/3/2022",1
"36","0 BLOCK OF SW 3RD AVE","22-935007","Property","Old Town/Chinatown","12/17/2022",2130,"Fraud Offenses","Credit Card/ATM Fraud",45.522840132,-122.673299584,7645154,684206,"12/19/2022",1
"37","0 BLOCK OF SW MORRISON ST","22-908480","Property","Downtown","3/24/2022",1500,"Fraud Offenses","Credit Card/ATM Fraud",45.517556759,-122.673105175,7645152,682279,"3/25/2022",1
"38","0 BLOCK OF SW NAITO PKWY","22-912357","Property","Old Town/Chinatown","5/1/2014",2345,"Fraud Offenses","Identity Theft",45.521976573,-122.670214341,7645936,683870,"5/1/2022",1
"39","100 BLOCK OF N COOK ST","22-924849","Property","Eliot","9/3/2022",738,"Fraud Offenses","Credit Card/ATM Fraud",45.546827741,-122.667642538,7646838,692910,"9/3/2022",1
"40","100 BLOCK OF N KILLINGSWORTH ST","22-920072","Property","Humboldt","7/18/2022",810,"Fraud Offenses","Credit Card/ATM Fraud",45.562751847,-122.668368092,7646808,698719,"7/19/2022",1
"41","100 BLOCK OF NE 6TH AVE","22-903719","Property","Kerns","2/5/2022",1600,"Fraud Offenses","Identity Theft",45.523998287,-122.659749116,7648637,684535,"2/6/2022",1
"42","100 BLOCK OF NE 7TH AVE","22-287925","Property","Kerns","10/27/2022",800,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.523995012,-122.658609263,7648929,684526,"10/27/2022",1
"43","100 BLOCK OF NE 102ND AVE","22-924563","Property","Hazelwood","5/8/2022",2100,"Fraud Offenses","Identity Theft",45.523440096,-122.558318177,7674619,683653,"8/31/2022",1
"44","100 BLOCK OF NE 122ND AVE","22-909417","Property","Hazelwood","4/4/2022",500,"Fraud Offenses","Credit Card/ATM Fraud",45.523563548,-122.537691353,7679905,683564,"4/5/2022",1
"45","100 BLOCK OF NE DEKUM ST","22-246222","Property","Piedmont","9/12/2021",800,"Fraud Offenses","Identity Theft",45.571836303,-122.663836145,7648057,701999,"9/12/2022",1
"46","100 BLOCK OF NE WYGANT ST","22-99529","Property","King","4/14/2022",2230,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.557706825,-122.664117481,7647847,696851,"4/14/2022",1
"47","100 BLOCK OF NW 14TH AVE","22-911478","Property","Pearl","4/23/2022",1740,"Fraud Offenses","Credit Card/ATM Fraud",45.523974093,-122.68511895,7642137,684701,"4/23/2022",1
"48","100 BLOCK OF NW 20TH AVE","22-915881","Property","Northwest","6/2/2022",609,"Fraud Offenses","Credit Card/ATM Fraud",45.524016719,-122.692243962,7640312,684766,"6/3/2022",1
"49","100 BLOCK OF NW 20TH PL","22-70768","Property","Northwest","3/16/2022",1148,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524030192,-122.693263224,7640051,684778,"3/16/2022",1
"50","100 BLOCK OF NW 20TH PL","22-282012","Property","Northwest","10/20/2022",1907,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524030192,-122.693263224,7640051,684778,"10/20/2022",1
"51","100 BLOCK OF NW 20TH PL","22-681085","Property","Northwest","8/19/2022",1400,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"8/19/2022",1
"52","100 BLOCK OF NW 20TH PL","22-802824","Property","Northwest","9/28/2022",812,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"9/28/2022",1
"53","100 BLOCK OF NW 20TH PL","22-903050","Property","Northwest","12/21/2021",1801,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"1/31/2022",1
"54","100 BLOCK OF NW 20TH PL","22-903383","Property","Northwest","1/31/2022",1600,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"2/3/2022",1
"55","100 BLOCK OF NW 20TH PL","22-907351","Property","Northwest","3/15/2022",1912,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"3/15/2022",1
"56","100 BLOCK OF NW 20TH PL","22-920191","Property","Northwest","7/1/2022",615,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"7/20/2022",1
"57","100 BLOCK OF NW 20TH PL","22-924940","Property","Northwest","9/4/2022",1900,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"9/5/2022",1
"58","100 BLOCK OF NW 20TH PL","22-932657","Property","Northwest","11/18/2022",1250,"Fraud Offenses","Credit Card/ATM Fraud",45.524030192,-122.693263224,7640051,684778,"11/23/2022",1
"59","100 BLOCK OF NW 21ST AVE","22-907049","Property","Northwest","2/19/2022",1420,"Fraud Offenses","Identity Theft",45.524008239,-122.694269407,7639793,684777,"3/13/2022",1
"60","100 BLOCK OF NW HERMOSA BLVD","22-185468","Property","Hillside","7/11/2022",1155,"Fraud Offenses","Credit Card/ATM Fraud",45.523855841,-122.712803839,7635043,684851,"7/11/2022",1
"61","100 BLOCK OF SE 13TH AVE","22-902966","Property","Buckman East","1/23/2022",2330,"Fraud Offenses","Credit Card/ATM Fraud",45.521834861,-122.652660894,7650432,683698,"1/29/2022",1
"62","100 BLOCK OF SE 108TH AVE","22-920512","Property","Hazelwood","3/7/2022",1520,"Fraud Offenses","Identity Theft",45.521508321,-122.552507019,7676090,682911,"7/18/2022",1
"63","100 BLOCK OF SE 117TH AVE","22-927754","Property","Hazelwood","2/18/2022",1000,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.521411968,-122.542980559,7678530,682814,"10/4/2022",1
"64","100 BLOCK OF SE 117TH AVE","22-927754","Property","Hazelwood","2/18/2022",1000,"Fraud Offenses","Identity Theft",45.521411968,-122.542980559,7678530,682814,"10/4/2022",1
"65","100 BLOCK OF SW 5TH AVE","22-911309","Property","Downtown","4/2/2020",726,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522369039,-122.675720981,7644529,684051,"4/21/2022",1
"66","100 BLOCK OF SW ASH ST","22-911687","Property","Old Town/Chinatown","11/1/2021",800,"Fraud Offenses","Identity Theft",45.521909243,-122.671890079,7645506,683857,"4/25/2022",1
"67","100 BLOCK OF SW MAIN ST","22-130595","Property","Downtown","5/17/2022",1720,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.515242445,-122.67549866,7644516,681452,"5/17/2022",1
"68","100 BLOCK OF SW PINE ST","22-45193","Property","Old Town/Chinatown","2/16/2022",1219,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.521155321,-122.672294473,7645395,683585,"2/17/2022",1
"69","100 BLOCK OF SW SALMON ST","22-4921","Property","Downtown","3/1/2017",1200,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.515907685,-122.675141687,7644614,681692,"1/6/2022",1
"70","100 BLOCK OF SW TAYLOR ST","22-335224","Property","Downtown","12/18/2022",1120,"Fraud Offenses","Identity Theft",45.516489936,-122.674820555,7644702,681902,"12/19/2022",1
"71","100 BLOCK OF W BURNSIDE ST","22-927102","Property","Old Town/Chinatown","9/14/2022",2015,"Fraud Offenses","Identity Theft",45.523169371,-122.67184851,7645529,684316,"9/26/2022",1
"72","200 BLOCK OF N BROADWAY","22-908177","Property","Eliot","3/23/2022",900,"Fraud Offenses","Credit Card/ATM Fraud",45.534705222,-122.669299461,7646295,688503,"3/23/2022",1
"73","200 BLOCK OF N LOTUS BEACH DR","22-906246","Property","Hayden Island","8/23/2021",1050,"Fraud Offenses","Credit Card/ATM Fraud",45.607128433,-122.669604153,7646926,714902,"3/4/2022",1
"74","200 BLOCK OF NE 62ND AVE","22-236159","Property","North Tabor","9/1/2022",2101,"Fraud Offenses","Identity Theft",45.524543776,-122.599524325,7664072,684327,"9/1/2022",1
"75","200 BLOCK OF NE 76TH AVE","22-914697","Property","Montavilla","5/5/2022",1005,"Fraud Offenses","Identity Theft",45.524337255,-122.584798039,7667843,684154,"5/23/2022",1
"76","200 BLOCK OF NE 117TH AVE","22-927194","Property","Hazelwood","9/27/2022",1135,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524251066,-122.542235754,7678747,683844,"9/27/2022",1
"77","200 BLOCK OF NE 131ST PL","22-928826","Property","Hazelwood","10/7/2022",1540,"Fraud Offenses","Identity Theft",45.524430213,-122.527937514,7682412,683817,"10/15/2022",1
"78","200 BLOCK OF NE 148TH AVE","22-158499","Property","Glenfair","5/25/2022",1,"Fraud Offenses","Identity Theft",45.524658728,-122.510561499,7686866,683789,"6/14/2022",1
"79","200 BLOCK OF NE CESAR E CHAVEZ BLVD","22-306291","Property","Laurelhurst","11/16/2022",1227,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525159118,-122.623075547,7658044,684709,"11/16/2022",1
"80","200 BLOCK OF NE HOLMAN ST","22-311515","Property","Piedmont","9/1/2022",1200,"Fraud Offenses","Identity Theft",45.567756747,-122.663387581,7648132,700509,"11/22/2022",1
"81","200 BLOCK OF NE MONROE ST","22-307338","Property","Eliot","11/17/2022",1625,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.545389634,-122.662859074,7648049,692353,"11/17/2022",1
"82","200 BLOCK OF NE SHAVER ST","22-14294","Property","King","1/16/2022",100,"Fraud Offenses","Credit Card/ATM Fraud",45.552106141,-122.663146303,7648041,694803,"1/16/2022",1
"83","200 BLOCK OF NW 2ND AVE","22-803834","Property","Old Town/Chinatown","4/11/2022",0,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524921213,-122.672501012,7645379,684959,"9/22/2022",1
"84","200 BLOCK OF NW 2ND AVE","22-803834","Property","Old Town/Chinatown","4/11/2022",0,"Fraud Offenses","Identity Theft",45.524921213,-122.672501012,7645379,684959,"9/22/2022",1
"85","200 BLOCK OF NW 3RD AVE","22-8666","Property","Old Town/Chinatown","1/7/2022",800,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524901803,-122.673382406,7645153,684958,"1/10/2022",1
"86","200 BLOCK OF NW 3RD AVE","22-901020","Property","Old Town/Chinatown","1/3/2018",1830,"Fraud Offenses","Credit Card/ATM Fraud",45.524901803,-122.673382406,7645153,684958,"1/3/2022",1
"87","200 BLOCK OF NW 6TH AVE","22-922017","Property","Old Town/Chinatown","8/6/2022",1545,"Fraud Offenses","Identity Theft",45.524846961,-122.676424846,7644373,684959,"8/7/2022",1
"88","200 BLOCK OF NW 6TH AVE","22-931341","Property","Old Town/Chinatown","11/8/2022",2045,"Fraud Offenses","Credit Card/ATM Fraud",45.524846961,-122.676424846,7644373,684959,"11/10/2022",1
"89","200 BLOCK OF NW 10TH AVE","22-909137","Property","Pearl","12/1/2021",1045,"Fraud Offenses","Identity Theft",45.524758513,-122.68123417,7643140,684960,"4/1/2022",1
"90","200 BLOCK OF NW 10TH AVE","22-932618","Property","Pearl","9/21/2022",820,"Fraud Offenses","Identity Theft",45.524758513,-122.68123417,7643140,684960,"11/23/2022",1
"91","200 BLOCK OF NW 15TH AVE","22-900723","Property","Pearl","1/5/2022",1000,"Fraud Offenses","Identity Theft",45.524661858,-122.68617588,7641873,684959,"1/5/2022",1
"92","200 BLOCK OF NW 17TH AVE","22-48022","Property","Northwest","2/20/2022",1402,"Fraud Offenses","Credit Card/ATM Fraud",45.524631403,-122.688208305,7641352,684962,"2/20/2022",1
"93","200 BLOCK OF NW 20TH PL","22-172736","Property","Northwest","6/28/2022",1657,"Fraud Offenses","Impersonation",45.524608758,-122.693281671,7640052,684989,"6/28/2022",1
"94","200 BLOCK OF NW 21ST AVE","22-919127","Property","Northwest","7/6/2022",1449,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.524636438,-122.694418591,7639761,685007,"7/7/2022",1
"95","200 BLOCK OF NW COUCH ST","22-43157","Property","Old Town/Chinatown","2/9/2022",1000,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.523884749,-122.672902413,7645266,684584,"2/15/2022",1
"96","200 BLOCK OF NW COUCH ST","22-43238","Property","Old Town/Chinatown","2/11/2022",1200,"Fraud Offenses","Credit Card/ATM Fraud",45.523884749,-122.672902413,7645266,684584,"2/15/2022",1
"97","200 BLOCK OF NW COUCH ST","22-924058","Property","Old Town/Chinatown","8/24/2022",306,"Fraud Offenses","Credit Card/ATM Fraud",45.523884749,-122.672902413,7645266,684584,"8/25/2022",1
"98","200 BLOCK OF NW COUCH ST","22-929707","Property","Old Town/Chinatown","9/10/2022",1845,"Fraud Offenses","Credit Card/ATM Fraud",45.523797015,-122.672899056,7645266,684552,"10/25/2022",1
"99","200 BLOCK OF SE 86TH AVE","22-913834","Property","Montavilla","5/14/2022",1440,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.520749372,-122.575057479,7670305,682782,"5/15/2022",1
"100","200 BLOCK OF SE 106TH AVE","22-933512","Property","Hazelwood","12/2/2022",1015,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.52058232,-122.553968323,7675707,682583,"12/2/2022",1
"101","200 BLOCK OF SE 124TH AVE","22-929896","Property","Hazelwood","8/17/2020",630,"Fraud Offenses","Identity Theft",45.520678642,-122.535140771,7680532,682496,"10/27/2022",1
"102","200 BLOCK OF SE 126TH AVE","22-236228","Property","Hazelwood","8/24/2022",1200,"Fraud Offenses","Identity Theft",45.520441838,-122.533949743,7680835,682402,"9/1/2022",1
"103","200 BLOCK OF SE 157TH AVE","22-925564","Property","Glenfair","9/2/2022",355,"Fraud Offenses","Identity Theft",45.520536752,-122.501673389,7689106,682230,"9/13/2022",1
"104","200 BLOCK OF SE 165TH AVE","22-913826","Property","","4/6/2022",630,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.520939653,-122.493331769,7691247,682324,"5/15/2022",1
"105","200 BLOCK OF SE CLAY ST","22-229944","Property","Hosford-Abernethy","8/19/2022",1200,"Fraud Offenses","Identity Theft",45.511579155,-122.663319615,7647601,680033,"8/26/2022",1
"106","200 BLOCK OF SE SPOKANE ST","22-931579","Property","Sellwood-Moreland","11/10/2022",1630,"Fraud Offenses","Credit Card/ATM Fraud",45.465083517,-122.662653334,7647318,663082,"11/12/2022",1
"107","200 BLOCK OF SW 8TH AVE","22-928080","Property","Downtown","10/9/2022",1555,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522686396,-122.678375548,7643852,684185,"10/9/2022",1
"108","200 BLOCK OF SW ANKENY ST","22-923451","Property","Old Town/Chinatown","8/21/2022",1130,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.522498712,-122.672783017,7645283,684078,"8/22/2022",1
"109","200 BLOCK OF SW CLAY ST","22-258018","Property","Downtown","9/24/2022",1046,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.512831677,-122.677911667,7643874,680590,"9/24/2022",1
"110","200 BLOCK OF SW CLAY ST","22-322181","Property","Downtown","12/3/2022",2300,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.512831677,-122.677911667,7643874,680590,"12/4/2022",1
"111","200 BLOCK OF SW HARRISON ST","22-71743","Property","Downtown","3/17/2022",1002,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.510106871,-122.679375875,7643472,679607,"3/17/2022",1
"112","200 BLOCK OF SW LINCOLN ST","22-907090","Property","Downtown","3/7/2022",910,"Fraud Offenses","Identity Theft",45.507999729,-122.680387604,7643192,678846,"3/13/2022",1
"113","200 BLOCK OF SW MARKET ST","22-918825","Property","Downtown","6/24/2022",1937,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.512055576,-122.678326774,7643760,680310,"7/5/2022",1
"114","300 BLOCK OF NE 20TH AVE","22-11560","Property","Kerns","1/7/2022",1314,"Fraud Offenses","Identity Theft",45.525380814,-122.645410373,7652324,684941,"1/13/2022",1
"115","300 BLOCK OF NE 20TH AVE","22-336209","Property","Kerns","12/19/2022",600,"Fraud Offenses","Identity Theft",45.525380814,-122.645410373,7652324,684941,"12/20/2022",1
"116","300 BLOCK OF NE 20TH AVE","22-935079","Property","Kerns","12/19/2022",1000,"Fraud Offenses","Credit Card/ATM Fraud",45.525380814,-122.645410373,7652324,684941,"12/21/2022",1
"117","300 BLOCK OF NE 57TH AVE","22-911356","Property","North Tabor","4/16/2022",930,"Fraud Offenses","Identity Theft",45.525263304,-122.605483785,7662552,684629,"4/23/2022",1
"118","300 BLOCK OF NE 60TH AVE","22-328237","Property","North Tabor","7/7/2022",1310,"Fraud Offenses","Wire Fraud",45.525399989,-122.602214066,7663391,684657,"12/11/2022",1
"119","300 BLOCK OF NE 63RD AVE","22-935081","Property","North Tabor","12/21/2022",1130,"Fraud Offenses","Credit Card/ATM Fraud",45.525322939,-122.598624178,7664310,684605,"12/21/2022",1
"120","300 BLOCK OF NE 78TH AVE","22-918161","Property","Montavilla","6/24/2022",900,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525072681,-122.583579937,7668162,684414,"6/27/2022",1
"121","300 BLOCK OF NE 82ND AVE","22-206101","Property","Montavilla","8/1/2022",1219,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525491094,-122.579110536,7669311,684537,"8/1/2022",1
"122","300 BLOCK OF NE DEKUM ST","22-929373","Property","Piedmont","10/5/2022",1505,"Fraud Offenses","Credit Card/ATM Fraud",45.571747187,-122.661863887,7648561,701953,"10/19/2022",1
"123","300 BLOCK OF NE FREMONT ST","22-928590","Property","Boise","9/11/2022",1200,"Fraud Offenses","Credit Card/ATM Fraud",45.548311883,-122.66211528,7648268,693413,"10/12/2022",1
"124","300 BLOCK OF NE GRAHAM ST","22-908108","Property","Eliot","5/19/2021",945,"Fraud Offenses","Identity Theft",45.542889758,-122.662006341,7648243,691436,"3/23/2022",1
"125","300 BLOCK OF NE HOLLADAY ST","22-927745","Property","Lloyd","9/4/2022",954,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.530101118,-122.662179015,7648074,686776,"10/4/2022",1
"126","300 BLOCK OF NE MULTNOMAH ST","22-907284","Property","Lloyd","3/6/2022",1400,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.531435999,-122.662101035,7648107,687262,"3/15/2022",1
"127","300 BLOCK OF NW 4TH AVE","22-900415","Property","Old Town/Chinatown","1/12/2022",930,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525593092,-122.674548634,7644861,685218,"1/12/2022",1
"128","300 BLOCK OF NW 9TH AVE","22-115150","Property","Pearl","4/30/2022",1209,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525493036,-122.68011872,7643433,685220,"5/1/2022",1
"129","300 BLOCK OF NW 9TH AVE","22-298350","Property","Pearl","11/7/2022",1409,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.525493036,-122.68011872,7643433,685220,"11/7/2022",1
"130","300 BLOCK OF NW KRONAN CT","22-909058","Property","Hillside","3/24/2022",1525,"Fraud Offenses","Identity Theft",45.523208157,-122.720350801,7633103,684668,"4/1/2022",1
"131","300 BLOCK OF NW MACLEAY BLVD","22-914432","Property","Hillside","5/19/2022",1046,"Fraud Offenses","Identity Theft",45.526301241,-122.70577154,7636869,685693,"5/19/2022",1
"132","300 BLOCK OF S MONTGOMERY ST","22-44226","Property","Downtown","2/16/2022",1340,"Fraud Offenses","Identity Theft",45.509320132,-122.673691408,7644921,679281,"2/16/2022",1
"133","300 BLOCK OF S MONTGOMERY ST","22-920544","Property","Downtown","7/21/2022",940,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.509403194,-122.673651663,7644932,679311,"7/23/2022",1
"134","300 BLOCK OF S MONTGOMERY ST","22-927452","Property","Downtown","8/25/2022",1010,"Fraud Offenses","Identity Theft",45.509320132,-122.673691408,7644921,679281,"9/29/2022",1
"135","300 BLOCK OF SE 32ND AVE","22-910580","Property","Kerns","4/13/2022",0,"Fraud Offenses","Credit Card/ATM Fraud",45.520342039,-122.63207502,7655692,683014,"4/14/2022",1
"136","300 BLOCK OF SE 50TH AVE","22-65021","Property","Mt Tabor","3/3/2022",1154,"Fraud Offenses","False Pretenses/Swindle/Confidence Game",45.520203174,-122.611962223,7660844,682828,"3/10/2022",1
"137","300 BLOCK OF SE 82ND AVE","22-913220","Property","Montavilla","5/8/2022",1210,"Fraud Offenses","Credit Card/ATM Fraud",45.520126646,-122.578999974,7669289,682581,"5/9/2022",1
"138","300 BLOCK OF SE 99TH AVE","22-74857","Property","Hazelwood","3/20/2022",1349,"Fraud Offenses","Identity Theft",45.520088891,-122.562216565,7673589,682457,"3/20/2022",1
