"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"21","0 BLOCK OF NE 2ND AVE","22-919510","Property","Kerns","7/10/2022",1650,"Vandalism","Vandalism",45.523312485,-122.663680806,7647623,684312,"7/10/2022",1
"22","0 BLOCK OF NE 2ND AVE","22-929679","Property","Kerns","10/23/2022",1800,"Vandalism","Vandalism",45.523312485,-122.663680806,7647623,684312,"10/24/2022",1
"23","0 BLOCK OF NE 3RD AVE","22-901163","Property","Kerns","1/3/2022",401,"Vandalism","Vandalism",45.523304405,-122.66279839,7647849,684303,"1/3/2022",1
"24","0 BLOCK OF NE 7TH AVE","22-301530","Property","Kerns","11/11/2022",400,"Vandalism","Vandalism",45.523281586,-122.658613365,7648921,684266,"11/11/2022",1
"25","0 BLOCK OF NE 11TH AVE","22-322785","Property","Kerns","12/5/2022",730,"Vandalism","Vandalism",45.523267167,-122.654557471,7649960,684233,"12/5/2022",1
"26","0 BLOCK OF NE 11TH AVE","22-337377","Property","Kerns","12/15/2022",2100,"Vandalism","Vandalism",45.523267167,-122.654557471,7649960,684233,"12/21/2022",1
"27","0 BLOCK OF NE 14TH AVE","22-170284","Property","Kerns","3/26/2022",1000,"Vandalism","Vandalism",45.523272079,-122.651513224,7650740,684214,"6/26/2022",1
"28","0 BLOCK OF NE 14TH AVE","22-274536","Property","Kerns","10/10/2022",2000,"Vandalism","Vandalism",45.523272079,-122.651513224,7650740,684214,"10/12/2022",1
"29","0 BLOCK OF NE 14TH AVE","22-908436","Property","Kerns","3/26/2022",1145,"Vandalism","Vandalism",45.523272079,-122.651513224,7650740,684214,"3/26/2022",1
"30","0 BLOCK OF NE 14TH AVE","22-934565","Property","Kerns","12/10/2022",1200,"Vandalism","Vandalism",45.523272079,-122.651513224,7650740,684214,"12/16/2022",1
"31","0 BLOCK OF NE 22ND AVE","22-901466","Property","Kerns","1/13/2022",1735,"Vandalism","Vandalism",45.523231704,-122.643397129,7652819,684144,"1/14/2022",1
"32","0 BLOCK OF NE 22ND AVE","22-917537","Property","Kerns","6/19/2022",2040,"Vandalism","Vandalism",45.523231704,-122.643397129,7652819,684144,"6/19/2022",1
"33","0 BLOCK OF NE 28TH AVE","22-271229","Property","Kerns","10/9/2022",200,"Vandalism","Vandalism",45.523232065,-122.637191212,7654409,684102,"10/9/2022",1
"34","0 BLOCK OF NE 28TH AVE","22-916982","Property","Kerns","5/28/2022",2125,"Vandalism","Vandalism",45.523232065,-122.637191212,7654409,684102,"6/15/2022",1
"35","0 BLOCK OF NE 44TH AVE","22-12351","Property","North Tabor","1/11/2022",2000,"Vandalism","Vandalism",45.523486174,-122.617240317,7659523,684060,"1/14/2022",1
"36","0 BLOCK OF NE 55TH AVE","22-909087","Property","North Tabor","3/31/2022",1155,"Vandalism","Vandalism",45.52324928,-122.607590909,7661993,683909,"4/1/2022",1
"37","0 BLOCK OF NE 57TH AVE","22-906720","Property","North Tabor","3/1/2022",1100,"Vandalism","Vandalism",45.523235728,-122.605486658,7662532,683890,"3/7/2022",1
"38","0 BLOCK OF NE 57TH AVE","22-925148","Property","North Tabor","9/6/2022",935,"Vandalism","Vandalism",45.523235273,-122.605361743,7662564,683889,"9/6/2022",1
"39","0 BLOCK OF NE 58TH AVE","22-907314","Property","North Tabor","3/14/2022",2300,"Vandalism","Vandalism",45.523340557,-122.604257177,7662848,683920,"3/15/2022",1
"40","0 BLOCK OF NE 76TH AVE","22-931619","Property","Montavilla","11/13/2022",1840,"Vandalism","Vandalism",45.523121258,-122.584679233,7667862,683710,"11/13/2022",1
"41","0 BLOCK OF NE 84TH AVE","22-931031","Property","Montavilla","11/6/2022",2100,"Vandalism","Vandalism",45.523285854,-122.576953375,7669843,683719,"11/7/2022",1
"42","0 BLOCK OF NE 102ND AVE","22-132695","Property","Hazelwood","5/19/2022",1705,"Vandalism","Vandalism",45.522959585,-122.558339788,7674609,683478,"5/19/2022",1
"43","0 BLOCK OF NE 102ND AVE","22-908379","Property","Hazelwood","3/25/2022",2200,"Vandalism","Vandalism",45.522959585,-122.558339788,7674609,683478,"3/26/2022",1
"44","0 BLOCK OF NE 133RD AVE","22-919759","Property","Hazelwood","7/14/2022",330,"Vandalism","Vandalism",45.52289231,-122.526157488,7682854,683245,"7/14/2022",1
"45","0 BLOCK OF NE 146TH AVE","22-216610","Property","Hazelwood","8/12/2022",916,"Vandalism","Vandalism",45.522783426,-122.513152977,7686185,683122,"8/12/2022",1
"46","0 BLOCK OF NE 147TH AVE","22-133923","Property","Hazelwood","5/20/2022",2208,"Vandalism","Vandalism",45.522857459,-122.512058882,7686466,683142,"5/20/2022",1
"47","0 BLOCK OF NE 147TH AVE","22-302395","Property","Hazelwood","11/12/2022",349,"Vandalism","Vandalism",45.522857459,-122.512058882,7686466,683142,"11/12/2022",1
"48","0 BLOCK OF NE 147TH AVE","22-311100","Property","Hazelwood","11/21/2022",2204,"Vandalism","Vandalism",45.522857459,-122.512058882,7686466,683142,"11/21/2022",1
"49","0 BLOCK OF NE 147TH AVE","22-924361","Property","Hazelwood","8/23/2022",924,"Vandalism","Vandalism",45.522857459,-122.512058882,7686466,683142,"8/23/2022",1
"50","0 BLOCK OF NE 147TH AVE","22-931065","Property","Hazelwood","11/7/2022",1500,"Vandalism","Vandalism",45.522857459,-122.512058882,7686466,683142,"11/7/2022",1
"51","0 BLOCK OF NE 148TH AVE","22-921612","Property","Hazelwood","7/29/2022",1100,"Vandalism","Vandalism",45.522842697,-122.510707951,7686812,683128,"8/3/2022",1
"52","0 BLOCK OF NE 154TH AVE","22-106095","Property","Glenfair","4/21/2022",2302,"Vandalism","Vandalism",45.522670431,-122.504550884,7688388,683026,"4/21/2022",1
"53","0 BLOCK OF NE 154TH AVE","22-215328","Property","Glenfair","8/10/2022",2323,"Vandalism","Vandalism",45.522670995,-122.504675797,7688356,683027,"8/10/2022",1
"54","0 BLOCK OF NE BROADWAY","22-159285","Property","Eliot","6/15/2022",151,"Vandalism","Vandalism",45.535141851,-122.666224214,7647087,688641,"6/15/2022",1
"55","0 BLOCK OF NE BROADWAY","22-318021","Property","Eliot","11/29/2022",1800,"Vandalism","Vandalism",45.535141851,-122.666224214,7647087,688641,"11/29/2022",1
"56","0 BLOCK OF NE BRYANT ST","22-900233","Property","Piedmont","12/31/2021",1100,"Vandalism","Vandalism",45.573263226,-122.666300932,7647440,702536,"1/1/2022",1
"57","0 BLOCK OF NE COLUMBIA BLVD","22-181928","Property","Piedmont","7/7/2022",2143,"Vandalism","Vandalism",45.582219868,-122.665056707,7647846,705792,"7/7/2022",1
"58","0 BLOCK OF NE DEKUM ST","22-905197","Property","Piedmont","2/22/2022",300,"Vandalism","Vandalism",45.57183524,-122.665058832,7647744,702007,"2/22/2022",1
"59","0 BLOCK OF NE GRAND AVE","22-6260","Property","Kerns","1/8/2022",127,"Vandalism","Vandalism",45.523287334,-122.660643211,7648401,684282,"1/8/2022",1
"60","0 BLOCK OF NE GRAND AVE","22-31754","Property","Kerns","2/3/2022",1100,"Vandalism","Vandalism",45.523287728,-122.660768126,7648369,684283,"2/3/2022",1
"61","0 BLOCK OF NE GRAND AVE","22-917536","Property","Kerns","6/16/2022",1434,"Vandalism","Vandalism",45.523287728,-122.660768126,7648369,684283,"6/19/2022",1
"62","0 BLOCK OF NE HANCOCK ST","22-285718","Property","Eliot","10/24/2022",2251,"Vandalism","Vandalism",45.536555207,-122.665185017,7647367,689149,"10/24/2022",1
"63","0 BLOCK OF NE HOLLADAY ST","22-8168","Property","Lloyd","1/10/2022",626,"Vandalism","Vandalism",45.530131198,-122.665244491,7647289,686808,"1/10/2022",1
"64","0 BLOCK OF NE HOLLAND ST","22-900484","Property","Piedmont","1/5/2022",2200,"Vandalism","Vandalism",45.575759237,-122.665900098,7647567,703443,"1/6/2022",1
"65","0 BLOCK OF NE HOLLAND ST","22-911219","Property","Piedmont","4/21/2022",410,"Vandalism","Vandalism",45.575759237,-122.665900098,7647567,703443,"4/21/2022",1
"66","0 BLOCK OF NE HOLMAN ST","22-921813","Property","Piedmont","8/3/2022",2359,"Vandalism","Vandalism",45.567765688,-122.66553633,7647582,700527,"8/4/2022",1
"67","0 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-171498","Property","Kerns","6/24/2022",2200,"Vandalism","Vandalism",45.523292522,-122.661826057,7648098,684292,"6/27/2022",1
"68","0 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-283788","Property","Kerns","10/22/2022",1915,"Vandalism","Vandalism",45.523292522,-122.661826057,7648098,684292,"10/22/2022",1
"69","0 BLOCK OF NE MONROE ST","22-932070","Property","Eliot","11/16/2022",1000,"Vandalism","Vandalism",45.545309207,-122.665382317,7647402,692341,"11/17/2022",1
"70","0 BLOCK OF NE MORRIS ST","22-917858","Property","Eliot","6/28/2022",930,"Vandalism","Vandalism",45.544631426,-122.665387694,7647394,692094,"6/28/2022",1
"71","0 BLOCK OF NE SAN RAFAEL ST","22-906576","Property","Eliot","3/6/2022",2025,"Vandalism","Vandalism",45.537121066,-122.665440847,7647307,689357,"3/7/2022",1
"72","0 BLOCK OF NE STANTON ST","22-928752","Property","Eliot","10/14/2022",1500,"Vandalism","Vandalism",45.543867415,-122.66458154,7647593,691810,"10/14/2022",1
"73","0 BLOCK OF NE TILLAMOOK ST","22-933768","Property","Eliot","12/5/2022",630,"Vandalism","Vandalism",45.53799647,-122.665431297,7647318,689676,"12/6/2022",1
"74","0 BLOCK OF NE TOMAHAWK ISLAND DR","22-925666","Property","Hayden Island","9/10/2022",230,"Vandalism","Vandalism",45.605203284,-122.664605421,7648186,714166,"9/10/2022",1
"75","0 BLOCK OF NE WALKER ST","22-318415","Property","East Columbia","11/30/2022",911,"Vandalism","Vandalism",45.592941814,-122.666954992,7647465,709713,"11/30/2022",1
"76","0 BLOCK OF NE WALKER ST","22-920781","Property","East Columbia","7/25/2022",1115,"Vandalism","Vandalism",45.592863189,-122.666905093,7647477,709684,"7/26/2022",1
"77","0 BLOCK OF NE WYGANT ST","22-929817","Property","Humboldt","10/24/2022",1200,"Vandalism","Vandalism",45.557704025,-122.665140615,7647585,696857,"10/25/2022",1
"78","0 BLOCK OF NW 1ST AVE","22-903663","Property","Old Town/Chinatown","2/6/2022",838,"Vandalism","Vandalism",45.523495427,-122.671291121,7645675,684431,"2/8/2022",1
"79","0 BLOCK OF NW 2ND AVE","22-56236","Property","Old Town/Chinatown","3/1/2022",1157,"Vandalism","Vandalism",45.523490129,-122.672442351,7645380,684437,"3/1/2022",1
"80","0 BLOCK OF NW 2ND AVE","22-123186","Property","Old Town/Chinatown","5/10/2022",57,"Vandalism","Vandalism",45.523490129,-122.672442351,7645380,684437,"5/10/2022",1
"81","0 BLOCK OF NW 2ND AVE","22-304260","Property","Old Town/Chinatown","11/14/2022",852,"Vandalism","Vandalism",45.523490129,-122.672442351,7645380,684437,"11/14/2022",1
"82","0 BLOCK OF NW 2ND AVE","22-924799","Property","Old Town/Chinatown","9/2/2022",1425,"Vandalism","Vandalism",45.523492489,-122.67231754,7645412,684437,"9/2/2022",1
"83","0 BLOCK OF NW 3RD AVE","22-84020","Property","Old Town/Chinatown","3/29/2022",1349,"Vandalism","Vandalism",45.523476583,-122.673448847,7645122,684439,"3/29/2022",1
"84","0 BLOCK OF NW 3RD AVE","22-283411","Property","Old Town/Chinatown","10/22/2022",1105,"Vandalism","Vandalism",45.523476583,-122.673448847,7645122,684439,"10/22/2022",1
"85","0 BLOCK OF NW 3RD AVE","22-294271","Property","Old Town/Chinatown","11/3/2022",245,"Vandalism","Vandalism",45.523478944,-122.673324037,7645154,684439,"11/3/2022",1
"86","0 BLOCK OF NW 3RD AVE","22-680570","Property","Old Town/Chinatown","11/1/2021",100,"Vandalism","Vandalism",45.523478944,-122.673324037,7645154,684439,"5/5/2022",1
"87","0 BLOCK OF NW 3RD AVE","22-903426","Property","Old Town/Chinatown","2/4/2022",1435,"Vandalism","Vandalism",45.523476583,-122.673448847,7645122,684439,"2/4/2022",1
"88","0 BLOCK OF NW 4TH AVE","22-124118","Property","Old Town/Chinatown","5/11/2022",107,"Vandalism","Vandalism",45.52345687,-122.674345819,7644892,684438,"5/11/2022",1
"89","0 BLOCK OF NW 4TH AVE","22-338160","Property","Old Town/Chinatown","12/22/2022",921,"Vandalism","Vandalism",45.523454508,-122.67447063,7644860,684438,"12/22/2022",1
"90","0 BLOCK OF NW 4TH AVE","22-903090","Property","Old Town/Chinatown","2/1/2022",1030,"Vandalism","Vandalism",45.523454508,-122.67447063,7644860,684438,"2/1/2022",1
"91","0 BLOCK OF NW 4TH AVE","22-915983","Property","Old Town/Chinatown","6/4/2022",2100,"Vandalism","Vandalism",45.523454508,-122.67447063,7644860,684438,"6/5/2022",1
"92","0 BLOCK OF NW 4TH AVE","22-919387","Property","Old Town/Chinatown","7/9/2022",2300,"Vandalism","Vandalism",45.52345687,-122.674345819,7644892,684438,"7/10/2022",1
"93","0 BLOCK OF NW 5TH AVE","22-311267","Property","Old Town/Chinatown","11/22/2022",400,"Vandalism","Vandalism",45.523435387,-122.675480816,7644601,684438,"11/22/2022",1
"94","0 BLOCK OF NW 5TH AVE","22-928647","Property","Old Town/Chinatown","10/13/2022",1340,"Vandalism","Vandalism",45.523435387,-122.675480816,7644601,684438,"10/13/2022",1
"95","0 BLOCK OF NW 6TH AVE","22-36950","Property","Old Town/Chinatown","2/8/2022",2145,"Vandalism","Vandalism",45.523418473,-122.676373991,7644372,684438,"2/8/2022",1
"96","0 BLOCK OF NW 6TH AVE","22-915440","Property","Old Town/Chinatown","5/31/2022",0,"Vandalism","Vandalism",45.523416109,-122.676498802,7644340,684438,"5/31/2022",1
"97","0 BLOCK OF NW 8TH AVE","22-933288","Property","Pearl","11/30/2022",1635,"Vandalism","Vandalism",45.52338004,-122.678402161,7643852,684438,"11/30/2022",1
"98","0 BLOCK OF NW 9TH AVE","22-227141","Property","Pearl","8/23/2022",1015,"Vandalism","Vandalism",45.523352088,-122.680165316,7643400,684440,"8/23/2022",1
"99","0 BLOCK OF NW 9TH AVE","22-908587","Property","Pearl","3/24/2022",150,"Vandalism","Vandalism",45.523354456,-122.680040506,7643432,684440,"3/27/2022",1
"100","0 BLOCK OF NW 9TH AVE","22-916701","Property","Pearl","6/11/2022",1630,"Vandalism","Vandalism",45.523352088,-122.680165316,7643400,684440,"6/12/2022",1
"101","0 BLOCK OF NW 9TH AVE","22-917193","Property","Pearl","6/17/2022",1630,"Vandalism","Vandalism",45.523354456,-122.680040506,7643432,684440,"6/18/2022",1
"102","0 BLOCK OF NW 9TH AVE","22-918466","Property","Pearl","6/25/2022",1000,"Vandalism","Vandalism",45.523352088,-122.680165316,7643400,684440,"6/28/2022",1
"103","0 BLOCK OF NW 9TH AVE","22-918948","Property","Pearl","7/10/2022",830,"Vandalism","Vandalism",45.523352088,-122.680165316,7643400,684440,"7/10/2022",1
"104","0 BLOCK OF NW 9TH AVE","22-921773","Property","Pearl","8/6/2022",100,"Vandalism","Vandalism",45.523352088,-122.680165316,7643400,684440,"8/7/2022",1
"105","0 BLOCK OF NW 10TH AVE","22-59245","Property","Pearl","3/4/2022",54,"Vandalism","Vandalism",45.523337732,-122.681066395,7643169,684441,"3/4/2022",1
"106","0 BLOCK OF NW 10TH AVE","22-219753","Property","Pearl","8/15/2022",1635,"Vandalism","Vandalism",45.523337732,-122.681066395,7643169,684441,"8/15/2022",1
"107","0 BLOCK OF NW 10TH AVE","22-307103","Property","Pearl","11/17/2022",1007,"Vandalism","Vandalism",45.523337732,-122.681066395,7643169,684441,"11/17/2022",1
"108","0 BLOCK OF NW 10TH AVE","22-925291","Property","Pearl","9/7/2022",1028,"Vandalism","Vandalism",45.523337732,-122.681066395,7643169,684441,"9/7/2022",1
"109","0 BLOCK OF NW 10TH AVE","22-932062","Property","Pearl","11/12/2022",1630,"Vandalism","Vandalism",45.523337732,-122.681066395,7643169,684441,"11/15/2022",1
"110","0 BLOCK OF NW 14TH AVE","22-923329","Property","Pearl","8/12/2022",815,"Vandalism","Vandalism",45.523255553,-122.685103006,7642134,684439,"8/16/2022",1
"111","0 BLOCK OF NW 16TH AVE","22-910090","Property","Northwest","4/11/2022",910,"Vandalism","Vandalism",45.523224746,-122.687154882,7641608,684442,"4/11/2022",1
"112","0 BLOCK OF NW 16TH AVE","22-922333","Property","Northwest","8/9/2022",1821,"Vandalism","Vandalism",45.523224746,-122.687154882,7641608,684442,"8/10/2022",1
"113","0 BLOCK OF NW 16TH AVE","22-935257","Property","Northwest","12/24/2022",1035,"Vandalism","Vandalism",45.523224746,-122.687154882,7641608,684442,"12/24/2022",1
"114","0 BLOCK OF NW 20TH AVE","22-928389","Property","Northwest","10/9/2022",2200,"Vandalism","Vandalism",45.523413553,-122.692220673,7640312,684546,"10/10/2022",1
"115","0 BLOCK OF NW 22ND PL","22-164132","Property","Northwest","6/19/2022",2047,"Vandalism","Vandalism",45.523607303,-122.697446728,7638975,684653,"6/19/2022",1
"116","0 BLOCK OF NW 23RD AVE","22-277104","Property","Northwest","10/13/2022",1900,"Vandalism","Vandalism",45.523747668,-122.698427964,7638725,684711,"10/15/2022",1
"117","0 BLOCK OF NW BROADWAY","22-67284","Property","Old Town/Chinatown","3/12/2022",1659,"Vandalism","Vandalism",45.523402225,-122.677376481,7644115,684439,"3/12/2022",1
"118","0 BLOCK OF NW BROADWAY","22-114610","Property","Old Town/Chinatown","4/30/2022",2049,"Vandalism","Vandalism",45.523402225,-122.677376481,7644115,684439,"4/30/2022",1
"119","0 BLOCK OF NW BROADWAY","22-141371","Property","Old Town/Chinatown","5/28/2022",408,"Vandalism","Vandalism",45.523402225,-122.677376481,7644115,684439,"5/28/2022",1
"120","0 BLOCK OF NW BROADWAY","22-914598","Property","Old Town/Chinatown","5/21/2022",2310,"Vandalism","Vandalism",45.523402225,-122.677376481,7644115,684439,"5/22/2022",1
"121","0 BLOCK OF NW COUCH ST","22-17969","Property","Old Town/Chinatown","1/19/2022",2000,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"1/20/2022",1
"122","0 BLOCK OF NW COUCH ST","22-303409","Property","Old Town/Chinatown","11/13/2022",728,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"11/13/2022",1
"123","0 BLOCK OF NW COUCH ST","22-914200","Property","Old Town/Chinatown","5/18/2022",1525,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"5/18/2022",1
"124","0 BLOCK OF NW COUCH ST","22-922096","Property","Old Town/Chinatown","8/4/2022",2120,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"8/5/2022",1
"125","0 BLOCK OF NW COUCH ST","22-931095","Property","Old Town/Chinatown","11/7/2022",2040,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"11/7/2022",1
"126","0 BLOCK OF NW COUCH ST","22-934976","Property","Old Town/Chinatown","12/5/2022",1130,"Vandalism","Vandalism",45.523838903,-122.670828068,7645797,684553,"12/17/2022",1
"127","0 BLOCK OF NW DAVIS ST","22-45255","Property","Old Town/Chinatown","2/17/2022",1100,"Vandalism","Vandalism",45.524547289,-122.670800508,7645811,684811,"2/17/2022",1
"128","0 BLOCK OF NW DAVIS ST","22-291634","Property","Old Town/Chinatown","10/30/2022",1930,"Vandalism","Vandalism",45.524635023,-122.670803863,7645811,684843,"10/31/2022",1
"129","0 BLOCK OF NW DAVIS ST","22-929907","Property","Old Town/Chinatown","10/25/2022",700,"Vandalism","Vandalism",45.524635023,-122.670803863,7645811,684843,"10/26/2022",1
"130","0 BLOCK OF NW DAVIS ST","22-930463","Property","Old Town/Chinatown","11/1/2022",840,"Vandalism","Vandalism",45.524635023,-122.670803863,7645811,684843,"11/1/2022",1
"131","0 BLOCK OF NW DAVIS ST","22-934391","Property","Old Town/Chinatown","12/13/2022",1500,"Vandalism","Vandalism",45.524635023,-122.670803863,7645811,684843,"12/14/2022",1
"132","0 BLOCK OF NW PARK AVE","22-193084","Property","Pearl","7/18/2022",2200,"Vandalism","Vandalism",45.523371398,-122.679147333,7643661,684440,"7/19/2022",1
"133","0 BLOCK OF NW PARK AVE","22-228906","Property","Pearl","8/24/2022",2045,"Vandalism","Vandalism",45.523371398,-122.679147333,7643661,684440,"8/25/2022",1
"134","0 BLOCK OF NW PARK AVE","22-924610","Property","Pearl","8/25/2022",0,"Vandalism","Vandalism",45.523371398,-122.679147333,7643661,684440,"8/31/2022",1
"135","0 BLOCK OF NW PARK AVE","22-928104","Property","Pearl","10/6/2022",1420,"Vandalism","Vandalism",45.523371398,-122.679147333,7643661,684440,"10/6/2022",1
"136","0 BLOCK OF S CARUTHERS ST","22-925220","Property","Downtown","9/4/2022",419,"Vandalism","Vandalism",45.505707092,-122.676713701,7644111,677985,"9/6/2022",1
"137","0 BLOCK OF S PORTER ST","22-290958","Property","South Portland","10/29/2022",1800,"Vandalism","Vandalism",45.501491728,-122.677059371,7643981,676451,"10/30/2022",1
"138","0 BLOCK OF S PORTER ST","22-310089","Property","South Portland","11/19/2022",2000,"Vandalism","Vandalism",45.501491728,-122.677059371,7643981,676451,"11/20/2022",1
"139","0 BLOCK OF S PORTER ST","22-909392","Property","South Portland","4/4/2022",1500,"Vandalism","Vandalism",45.50157961,-122.677054936,7643983,676483,"4/4/2022",1
"140","0 BLOCK OF S PORTER ST","22-912498","Property","South Portland","5/2/2022",2100,"Vandalism","Vandalism",45.50157961,-122.677054936,7643983,676483,"5/2/2022",1
"141","0 BLOCK OF S SEYMOUR ST","22-24629","Property","South Portland","1/26/2022",1855,"Vandalism","Vandalism",45.489425995,-122.677439581,7643765,672056,"1/26/2022",1
"142","0 BLOCK OF SE 2ND AVE","22-680264","Property","Buckman West","2/3/2022",800,"Vandalism","Vandalism",45.52259945,-122.663809757,7647583,684053,"3/3/2022",1
"143","0 BLOCK OF SE 10TH AVE","22-58108","Property","Buckman West","3/2/2022",1800,"Vandalism","Vandalism",45.522559396,-122.655576637,7649692,683982,"3/3/2022",1
"144","0 BLOCK OF SE 11TH AVE","22-918509","Property","Buckman West","6/28/2022",45,"Vandalism","Vandalism",45.522556555,-122.654557827,7649953,683974,"6/29/2022",1
"145","0 BLOCK OF SE 11TH AVE","22-931973","Property","Buckman West","11/14/2022",1925,"Vandalism","Vandalism",45.522556555,-122.654557827,7649953,683974,"11/15/2022",1
"146","0 BLOCK OF SE 11TH AVE","22-933514","Property","Buckman West","12/4/2022",430,"Vandalism","Vandalism",45.522556555,-122.654557827,7649953,683974,"12/4/2022",1
"147","0 BLOCK OF SE 20TH AVE","22-59724","Property","Buckman East","3/4/2022",2113,"Vandalism","Vandalism",45.522524632,-122.645560052,7652258,683901,"3/4/2022",1
"148","0 BLOCK OF SE 22ND AVE","22-112066","Property","Buckman East","4/28/2022",57,"Vandalism","Vandalism",45.522518618,-122.643530235,7652778,683885,"4/28/2022",1
"149","0 BLOCK OF SE 28TH AVE","22-217104","Property","Buckman East","8/12/2022",1815,"Vandalism","Vandalism",45.522502391,-122.637331578,7654366,683837,"8/12/2022",1
"150","0 BLOCK OF SE 28TH AVE","22-906721","Property","Kerns","2/3/2022",1800,"Vandalism","Vandalism",45.522501971,-122.637206664,7654398,683836,"3/7/2022",1
"151","0 BLOCK OF SE 52ND AVE","22-901278","Property","Mt Tabor","1/10/2022",500,"Vandalism","Vandalism",45.522719222,-122.610311158,7661291,683734,"1/10/2022",1
"152","0 BLOCK OF SE 52ND AVE","22-921822","Property","Mt Tabor","8/4/2022",1100,"Vandalism","Vandalism",45.522719222,-122.610311158,7661291,683734,"8/5/2022",1
"153","0 BLOCK OF SE 57TH AVE","22-919068","Property","Mt Tabor","7/5/2022",2300,"Vandalism","Vandalism",45.522451153,-122.605032137,7662641,683601,"7/7/2022",1
