"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"12","100 BLOCK OF NW 4TH AVE","22-19175","Society","Old Town/Chinatown","1/21/2022",1022,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524169707,-122.674373119,7644892,684698,"1/21/2022",1
"13","100 BLOCK OF NW 4TH AVE","22-90405","Society","Old Town/Chinatown","4/5/2022",815,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524169707,-122.674373119,7644892,684698,"4/5/2022",1
"14","100 BLOCK OF NW 5TH AVE","22-24297","Society","Old Town/Chinatown","1/26/2022",1330,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"1/26/2022",1
"15","100 BLOCK OF NW 5TH AVE","22-69816","Society","Old Town/Chinatown","3/15/2022",1100,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524148149,-122.67551203,7644600,684698,"3/15/2022",1
"16","100 BLOCK OF NW 5TH AVE","22-167802","Society","Old Town/Chinatown","6/23/2022",1115,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"6/23/2022",1
"17","100 BLOCK OF NW 5TH AVE","22-168002","Society","Old Town/Chinatown","6/23/2022",1500,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524148149,-122.67551203,7644600,684698,"6/23/2022",1
"18","100 BLOCK OF NW 5TH AVE","22-171407","Society","Old Town/Chinatown","6/27/2022",1055,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"6/27/2022",1
"19","100 BLOCK OF NW 5TH AVE","22-245921","Society","Old Town/Chinatown","9/12/2022",840,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"9/15/2022",1
"20","100 BLOCK OF NW 5TH AVE","22-252892","Society","Old Town/Chinatown","9/19/2022",1430,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"9/19/2022",1
"21","100 BLOCK OF NW 5TH AVE","22-268689","Society","Old Town/Chinatown","10/6/2022",1345,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524150512,-122.675387218,7644632,684698,"10/6/2022",1
"22","100 BLOCK OF NW 6TH AVE","22-45398","Society","Old Town/Chinatown","2/17/2022",1535,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524134125,-122.676397521,7644373,684699,"2/17/2022",1
"23","100 BLOCK OF SW 5TH AVE","22-304343","Society","Downtown","11/14/2022",1121,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522369039,-122.675720981,7644529,684051,"11/14/2022",1
"24","100 BLOCK OF SW ANKENY ST","22-56480","Society","Old Town/Chinatown","3/1/2022",1500,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522482831,-122.671736381,7645551,684065,"3/2/2022",1
"25","200 BLOCK OF NW 1ST AVE","22-84161","Society","Old Town/Chinatown","3/29/2022",1630,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52493711,-122.671369676,7645669,684957,"3/31/2022",1
"26","200 BLOCK OF NW 3RD AVE","22-49665","Society","Old Town/Chinatown","2/22/2022",1138,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524899442,-122.67350722,7645121,684958,"2/22/2022",1
"27","200 BLOCK OF NW 4TH AVE","22-97336","Society","Old Town/Chinatown","4/12/2022",1420,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524880255,-122.674521332,7644861,684958,"4/12/2022",1
"28","200 BLOCK OF NW 5TH AVE","22-68948","Society","Old Town/Chinatown","3/14/2022",1215,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524863423,-122.67541063,7644633,684958,"3/14/2022",1
"29","200 BLOCK OF NW 8TH AVE","22-58263","Society","Pearl","3/3/2022",1030,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524803119,-122.678448956,7643854,684957,"3/3/2022",1
"30","200 BLOCK OF SW 4TH AVE","22-143789","Society","Downtown","5/30/2022",1215,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.521543302,-122.674990697,7644708,683745,"5/31/2022",1
"31","200 BLOCK OF SW HARVEY MILK ST","22-233732","Society","Downtown","8/30/2022",1204,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520080803,-122.673982361,7644952,683205,"9/1/2022",1
"32","300 BLOCK OF NW 6TH AVE","22-259320","Society","Old Town/Chinatown","9/26/2022",1036,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.525559797,-122.676452172,7644373,685219,"9/26/2022",1
"33","300 BLOCK OF NW 8TH AVE","22-91740","Society","Pearl","4/6/2022",1315,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.525521438,-122.678476518,7643854,685219,"4/6/2022",1
"34","300 BLOCK OF NW FLANDERS ST","22-255769","Society","Old Town/Chinatown","9/22/2022",1541,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.525916419,-122.673991132,7645007,685332,"9/22/2022",1
"35","300 BLOCK OF NW FLANDERS ST","22-268764","Society","Old Town/Chinatown","10/6/2022",1545,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526004152,-122.673994492,7645007,685364,"10/6/2022",1
"36","300 BLOCK OF NW GLISAN ST","22-70592","Society","Old Town/Chinatown","3/16/2022",805,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526623698,-122.674022119,7645006,685590,"3/16/2022",1
"37","300 BLOCK OF SE 99TH AVE","22-74857","Society","Hazelwood","3/20/2022",1349,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520088891,-122.562216565,7673589,682457,"3/20/2022",1
"38","300 BLOCK OF SE 99TH AVE","22-136648","Society","Hazelwood","5/23/2022",1800,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520088891,-122.562216565,7673589,682457,"5/23/2022",1
"39","300 BLOCK OF SE 99TH AVE","22-334595","Society","Hazelwood","12/18/2022",1458,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520088891,-122.562216565,7673589,682457,"12/18/2022",1
"40","300 BLOCK OF SE 117TH AVE","22-46823","Society","Hazelwood","2/19/2022",102,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520042317,-122.54286103,7678548,682314,"2/19/2022",1
"41","300 BLOCK OF SW 3RD AVE","22-214990","Society","Downtown","8/10/2022",1647,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520601007,-122.674330127,7644868,683397,"8/10/2022",1
"42","300 BLOCK OF SW 4TH AVE","22-113372","Society","Downtown","4/29/2022",1025,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520875247,-122.675351502,7644609,683504,"4/29/2022",1
"43","300 BLOCK OF SW 12TH AVE","22-281611","Society","Downtown","10/20/2022",1123,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522616836,-122.683052708,7642653,684192,"10/20/2022",1
"44","300 BLOCK OF SW BROADWAY","22-267983","Society","Downtown","10/5/2022",1612,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.521695171,-122.678415579,7643832,683824,"10/5/2022",1
"45","300 BLOCK OF SW HARRISON ST","22-241808","Society","Downtown","9/7/2022",1826,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.510445162,-122.680344914,7643227,679737,"9/7/2022",1
"46","300 BLOCK OF W BURNSIDE ST","22-302796","Society","Downtown","11/12/2022",1624,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.523067886,-122.673878159,7645008,684293,"11/12/2022",1
"47","400 BLOCK OF NW 5TH AVE","22-23308","Society","Old Town/Chinatown","1/25/2022",1415,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526289474,-122.675590179,7644601,685479,"1/26/2022",1
"48","400 BLOCK OF NW 5TH AVE","22-38630","Society","Old Town/Chinatown","2/10/2022",1545,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526289474,-122.675590179,7644601,685479,"2/10/2022",1
"49","400 BLOCK OF NW 5TH AVE","22-171520","Society","Old Town/Chinatown","6/27/2022",1355,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526289474,-122.675590179,7644601,685479,"6/27/2022",1
"50","400 BLOCK OF NW 5TH AVE","22-171525","Society","Old Town/Chinatown","6/27/2022",1400,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526289474,-122.675590179,7644601,685479,"6/27/2022",1
"51","400 BLOCK OF NW 5TH AVE","22-232572","Society","Old Town/Chinatown","8/29/2022",853,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526289474,-122.675590179,7644601,685479,"8/30/2022",1
"52","400 BLOCK OF NW 6TH AVE","22-38619","Society","Old Town/Chinatown","2/10/2022",1525,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526272707,-122.676475599,7644374,685479,"2/10/2022",1
"53","400 BLOCK OF NW DAVIS ST","22-255517","Society","Old Town/Chinatown","9/22/2022",920,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524471555,-122.674950647,7644747,684812,"10/4/2022",1
"54","400 BLOCK OF NW DAVIS ST","22-266780","Society","Old Town/Chinatown","10/4/2022",1010,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524471555,-122.674950647,7644747,684812,"10/6/2022",1
"55","400 BLOCK OF NW DAVIS ST","22-306277","Society","Old Town/Chinatown","11/16/2022",1200,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.524471555,-122.674950647,7644747,684812,"11/16/2022",1
"56","400 BLOCK OF NW HOYT ST","22-64052","Society","Old Town/Chinatown","3/9/2022",1145,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527320306,-122.675051974,7644749,685851,"3/10/2022",1
"57","400 BLOCK OF SW ANKENY ST","22-272456","Society","Downtown","10/10/2022",1415,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522528673,-122.674969897,7644723,684104,"10/13/2022",1
"58","400 BLOCK OF SW ANKENY ST","22-311511","Society","Downtown","11/22/2022",1030,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522528673,-122.674969897,7644723,684104,"11/25/2022",1
"59","400 BLOCK OF SW OAK ST","22-165931","Society","Downtown","6/21/2022",1515,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.521372618,-122.675600835,7644550,683687,"6/23/2022",1
"60","400 BLOCK OF SW OAK ST","22-313914","Society","Downtown","11/25/2022",805,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.521292223,-122.675644591,7644538,683658,"11/25/2022",1
"61","400 BLOCK OF SW WASHINGTON ST","22-239414","Society","Downtown","9/5/2022",1040,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520036504,-122.67632242,7644352,683205,"9/5/2022",1
"62","500 BLOCK OF NW 5TH AVE","22-85969","Society","Old Town/Chinatown","3/31/2022",1320,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52700231,-122.675617496,7644601,685739,"3/31/2022",1
"63","500 BLOCK OF NW 5TH AVE","22-129360","Society","Old Town/Chinatown","5/16/2022",1441,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527004673,-122.675492677,7644633,685739,"5/16/2022",1
"64","500 BLOCK OF NW 6TH AVE","22-23298","Society","Old Town/Chinatown","1/25/2022",1400,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526983179,-122.676627744,7644342,685739,"1/26/2022",1
"65","500 BLOCK OF NW COUCH ST","22-186517","Society","Old Town/Chinatown","7/12/2022",1150,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.523742187,-122.675941437,7644486,684553,"7/14/2022",1
"66","500 BLOCK OF NW EVERETT ST","22-110281","Society","Old Town/Chinatown","4/26/2022",915,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.525167934,-122.675992177,7644487,685073,"4/27/2022",1
"67","500 BLOCK OF NW GLISAN ST","22-18007","Society","Old Town/Chinatown","1/20/2022",1020,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52659368,-122.676042918,7644488,685593,"1/24/2022",1
"68","500 BLOCK OF NW GLISAN ST","22-22454","Society","Old Town/Chinatown","1/24/2022",1625,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52659368,-122.676042918,7644488,685593,"1/26/2022",1
"69","500 BLOCK OF NW GLISAN ST","22-23310","Society","Old Town/Chinatown","1/25/2022",1425,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52659368,-122.676042918,7644488,685593,"1/26/2022",1
"70","500 BLOCK OF NW GLISAN ST","22-51867","Society","Old Town/Chinatown","2/24/2022",1535,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/1/2022",1
"71","500 BLOCK OF NW GLISAN ST","22-56164","Society","Old Town/Chinatown","3/1/2022",1030,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/2/2022",1
"72","500 BLOCK OF NW GLISAN ST","22-68862","Society","Old Town/Chinatown","3/14/2022",1040,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/14/2022",1
"73","500 BLOCK OF NW GLISAN ST","22-68940","Society","Old Town/Chinatown","3/14/2022",1205,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/14/2022",1
"74","500 BLOCK OF NW GLISAN ST","22-69010","Society","Old Town/Chinatown","3/14/2022",1335,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/14/2022",1
"75","500 BLOCK OF NW GLISAN ST","22-69923","Society","Old Town/Chinatown","3/15/2022",1345,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/15/2022",1
"76","500 BLOCK OF NW GLISAN ST","22-69930","Society","Old Town/Chinatown","3/15/2022",1350,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"3/15/2022",1
"77","500 BLOCK OF NW GLISAN ST","22-70032","Society","Old Town/Chinatown","3/15/2022",1545,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52659368,-122.676042918,7644488,685593,"3/15/2022",1
"78","500 BLOCK OF NW GLISAN ST","22-77823","Society","Old Town/Chinatown","3/23/2022",1125,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52659368,-122.676042918,7644488,685593,"3/23/2022",1
"79","500 BLOCK OF NW GLISAN ST","22-111327","Society","Old Town/Chinatown","4/27/2022",1030,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"4/27/2022",1
"80","500 BLOCK OF NW GLISAN ST","22-129319","Society","Old Town/Chinatown","5/16/2022",1400,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"5/16/2022",1
"81","500 BLOCK OF NW GLISAN ST","22-137402","Society","Old Town/Chinatown","5/24/2022",1300,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"5/31/2022",1
"82","500 BLOCK OF NW GLISAN ST","22-143806","Society","Old Town/Chinatown","5/30/2022",1234,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"5/31/2022",1
"83","500 BLOCK OF NW GLISAN ST","22-239605","Society","Old Town/Chinatown","9/5/2022",1425,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"9/5/2022",1
"84","500 BLOCK OF NW GLISAN ST","22-253552","Society","Old Town/Chinatown","9/20/2022",800,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"10/4/2022",1
"85","500 BLOCK OF NW GLISAN ST","22-254669","Society","Old Town/Chinatown","9/21/2022",1103,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"9/21/2022",1
"86","500 BLOCK OF NW GLISAN ST","22-272550","Society","Old Town/Chinatown","10/10/2022",1415,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526681413,-122.676046281,7644488,685625,"10/13/2022",1
"87","500 BLOCK OF NW IRVING ST","22-143850","Society","Old Town/Chinatown","5/30/2022",1330,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.528016462,-122.676105259,7644486,686112,"5/31/2022",1
"88","500 BLOCK OF SE 92ND AVE","22-284378","Society","Montavilla","10/23/2022",1301,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.518885438,-122.569182122,7671793,682064,"10/23/2022",1
"89","500 BLOCK OF SE 136TH AVE","22-13763","Society","Hazelwood","1/15/2022",2000,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.518761327,-122.52377777,7683426,681724,"1/15/2022",1
"90","600 BLOCK OF NW 6TH AVE","22-23323","Society","Old Town/Chinatown","1/25/2022",1435,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527698379,-122.676530254,7644374,685999,"1/26/2022",1
"91","600 BLOCK OF NW 6TH AVE","22-29868","Society","Old Town/Chinatown","2/1/2022",1230,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527698379,-122.676530254,7644374,685999,"2/3/2022",1
"92","600 BLOCK OF NW 6TH AVE","22-118007","Society","Old Town/Chinatown","5/4/2022",1117,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527698379,-122.676530254,7644374,685999,"5/4/2022",1
"93","600 BLOCK OF NW 6TH AVE","22-185574","Society","Old Town/Chinatown","7/11/2022",1350,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527698379,-122.676530254,7644374,685999,"7/14/2022",1
"94","600 BLOCK OF NW BROADWAY","22-160802","Society","Old Town/Chinatown","6/16/2022",1133,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52767924,-122.677540515,7644115,685999,"6/20/2022",1
"95","600 BLOCK OF NW GLISAN ST","22-42034","Society","Old Town/Chinatown","2/14/2022",1120,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526577213,-122.677057165,7644228,685594,"2/15/2022",1
"96","600 BLOCK OF NW GLISAN ST","22-97350","Society","Old Town/Chinatown","4/12/2022",1450,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526577213,-122.677057165,7644228,685594,"4/12/2022",1
"97","600 BLOCK OF NW GLISAN ST","22-122558","Society","Old Town/Chinatown","5/9/2022",1150,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.526577213,-122.677057165,7644228,685594,"5/9/2022",1
"98","600 BLOCK OF NW HOYT ST","22-57297","Society","Old Town/Chinatown","3/2/2022",1050,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"3/2/2022",1
"99","600 BLOCK OF NW HOYT ST","22-58225","Society","Old Town/Chinatown","3/3/2022",955,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"3/3/2022",1
"100","600 BLOCK OF NW HOYT ST","22-76965","Society","Old Town/Chinatown","3/22/2022",1510,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"3/23/2022",1
"101","600 BLOCK OF NW HOYT ST","22-77745","Society","Old Town/Chinatown","3/23/2022",1017,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"3/23/2022",1
"102","600 BLOCK OF NW HOYT ST","22-85806","Society","Old Town/Chinatown","3/31/2022",1000,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"3/31/2022",1
"103","600 BLOCK OF NW HOYT ST","22-157577","Society","Old Town/Chinatown","6/13/2022",1340,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"6/14/2022",1
"104","600 BLOCK OF NW HOYT ST","22-172427","Society","Old Town/Chinatown","6/28/2022",1130,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52737504,-122.677087759,7644228,685885,"6/29/2022",1
"105","600 BLOCK OF NW HOYT ST","22-316670","Society","Old Town/Chinatown","11/27/2022",1145,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527287307,-122.677084395,7644228,685853,"11/27/2022",1
"106","600 BLOCK OF S PALATINE HILL RD","22-257160","Society","Collins View","9/24/2022",19,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.450652266,-122.672496836,7644652,657890,"9/24/2022",1
"107","600 BLOCK OF SE 122ND AVE","22-301138","Society","Mill Park","11/10/2022",1800,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.517986185,-122.537830738,7679818,681532,"11/10/2022",1
"108","600 BLOCK OF SE 122ND AVE","22-302115","Society","Mill Park","11/11/2022",2010,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.517986185,-122.537830738,7679818,681532,"11/11/2022",1
"109","600 BLOCK OF SE 122ND AVE","22-314484","Society","Mill Park","11/25/2022",2110,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.517986185,-122.537830738,7679818,681532,"11/25/2022",1
"110","600 BLOCK OF SE 122ND AVE","22-318915","Society","Mill Park","11/30/2022",1915,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.517986185,-122.537830738,7679818,681532,"11/30/2022",1
"111","700 BLOCK OF NW 6TH AVE","22-23329","Society","Old Town/Chinatown","1/25/2022",1445,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.528227522,-122.67655054,7644374,686192,"1/26/2022",1
"112","700 BLOCK OF NW 9TH AVE","22-131187","Society","Pearl","5/18/2022",808,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.528339562,-122.680337328,7643405,686259,"5/18/2022",1
"113","700 BLOCK OF NW HOYT ST","22-55299","Society","Pearl","2/28/2022",1250,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.527349907,-122.678413962,7643888,685885,"3/1/2022",1
"114","700 BLOCK OF SW WASHINGTON ST","22-298138","Society","Downtown","11/7/2022",902,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.520848769,-122.67935495,7643583,683522,"11/7/2022",1
"115","800 BLOCK OF NE 81ST AVE","22-293871","Society","Montavilla","11/2/2022",1608,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.528806605,-122.579950183,7669127,685751,"11/2/2022",1
"116","800 BLOCK OF NW COUCH ST","22-69031","Society","Pearl","3/14/2022",1350,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.5236727,-122.679607763,7643546,684553,"3/14/2022",1
"117","800 BLOCK OF NW DAVIS ST","22-110625","Society","Pearl","4/26/2022",1600,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52438561,-122.679631228,7643547,684813,"4/27/2022",1
"118","800 BLOCK OF NW FLANDERS ST","22-160984","Society","Pearl","6/16/2022",1500,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.525811281,-122.679685961,7643547,685333,"6/20/2022",1
"119","800 BLOCK OF NW GLISAN ST","22-110310","Society","Pearl","4/26/2022",954,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.52652419,-122.679709428,7643548,685593,"4/27/2022",1
"120","800 BLOCK OF SW KING AVE","22-26086","Society","Goose Hollow","1/28/2022",736,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.522270785,-122.695455158,7639472,684152,"1/28/2022",1
"121","900 BLOCK OF NE MARINE DR","22-272026","Society","Bridgeton","10/10/2022",259,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.600800378,-122.655221171,7650544,712497,"10/10/2022",1
"122","1000 BLOCK OF NE 77TH AVE","22-149289","Society","Montavilla","6/4/2022",1850,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.53017957,-122.583974252,7668109,686278,"6/4/2022",1
"123","1000 BLOCK OF SE 96TH AVE","22-160705","Society","Hazelwood","6/16/2022",1000,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.515606562,-122.564012832,7673087,680835,"6/16/2022",1
"124","1100 BLOCK OF NE 102ND AVE","22-17269","Society","Hazelwood","1/19/2022",1417,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.530955058,-122.558145642,7674733,686391,"1/19/2022",1
"125","1100 BLOCK OF NE 102ND AVE","22-191648","Society","Hazelwood","7/17/2022",2020,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.530955058,-122.558145642,7674733,686391,"7/17/2022",1
"126","1100 BLOCK OF NE 102ND AVE","22-324695","Society","Hazelwood","12/7/2022",1103,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.530955058,-122.558145642,7674733,686391,"12/7/2022",1
"127","1100 BLOCK OF SW 2ND AVE","22-680274","Society","Downtown","3/3/2022",1430,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.515006335,-122.676231105,7644326,681371,"3/3/2022",1
"128","1100 BLOCK OF SW 2ND AVE","22-681232","Society","Downtown","11/22/2022",1140,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.515006335,-122.676231105,7644326,681371,"11/22/2022",1
"129","1200 BLOCK OF SW 1ST AVE","22-802633","Society","Downtown","9/20/2022",800,"Drug_Narcotic Offenses","Drug/Narcotic Violations",45.51405078,-122.675546668,7644492,681018,"9/27/2022",1
