"","Address","CaseNumber","CrimeAgainst","Neighborhood","OccurDate","OccurTime","OffenseCategory","OffenseType","OpenDataLat","OpenDataLon","OpenDataX","OpenDataY","ReportDate","OffenseCount"
"13","100 BLOCK OF N FREMONT ST","22-180478","Property","Boise","6/4/2021",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.548303862,-122.667640346,7646853,693448,"7/6/2022",1
"14","100 BLOCK OF NE 100TH AVE","22-8365","Property","Hazelwood","10/25/2018",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.523815839,-122.56092732,7673954,683807,"1/10/2022",1
"15","100 BLOCK OF SW COLUMBIA ST","22-902028","Property","Downtown","11/17/2021",1220,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.513238268,-122.676580911,7644219,680729,"1/20/2022",1
"16","200 BLOCK OF N LOMBARD ST","22-20464","Property","Piedmont","1/22/2022",1400,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.577263009,-122.6687978,7646840,704011,"1/22/2022",1
"17","200 BLOCK OF NE 75TH AVE","22-926901","Property","Montavilla","9/21/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.524344711,-122.585898989,7667561,684164,"9/24/2022",1
"18","200 BLOCK OF NE MONROE ST","22-307338","Property","Eliot","11/17/2022",1625,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.545389634,-122.662859074,7648049,692353,"11/17/2022",1
"19","200 BLOCK OF SW MARKET ST","22-906071","Property","Downtown","1/17/2022",1253,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512055576,-122.678326774,7643760,680310,"3/2/2022",1
"20","300 BLOCK OF NE 20TH AVE","22-11560","Property","Kerns","1/7/2022",1314,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.525380814,-122.645410373,7652324,684941,"1/13/2022",1
"21","300 BLOCK OF NW BROADWAY","22-915526","Property","Pearl","5/28/2022",1500,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.52553822,-122.677591111,7644081,685219,"5/29/2022",1
"22","300 BLOCK OF SW 4TH AVE","22-215337","Property","Downtown","8/10/2022",2340,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.520875247,-122.675351502,7644609,683504,"8/10/2022",1
"23","300 BLOCK OF SW 6TH AVE","22-118827","Property","Downtown","5/4/2022",1530,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.5214237,-122.67739428,7644091,683718,"5/5/2022",1
"24","400 BLOCK OF NE 22ND AVE","22-72721","Property","Kerns","3/18/2022",928,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.526113116,-122.643365391,7652855,685194,"3/18/2022",1
"25","400 BLOCK OF NE STANTON ST","22-902451","Property","Eliot","1/19/2022",2330,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.543774103,-122.661083416,7648488,691752,"1/25/2022",1
"26","400 BLOCK OF NE WEIDLER ST","22-127097","Property","Lloyd","5/13/2022",1630,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.534312939,-122.661140946,7648381,688304,"5/14/2022",1
"27","400 BLOCK OF SE 122ND AVE","22-124638","Property","Hazelwood","5/10/2022",700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.519368746,-122.537841328,7679828,682036,"5/11/2022",1
"28","400 BLOCK OF W BURNSIDE ST","22-220986","Property","Downtown","8/16/2022",2123,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.523045807,-122.674899935,7644746,684292,"8/16/2022",1
"29","500 BLOCK OF N COOK ST","22-801859","Property","Boise","9/2/2021",1131,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.547047957,-122.671383915,7645882,693016,"6/14/2022",1
"30","500 BLOCK OF NE 16TH AVE","22-63284","Property","Kerns","3/8/2022",1657,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.526885289,-122.649616498,7651261,685518,"3/8/2022",1
"31","500 BLOCK OF NE 122ND AVE","22-102635","Property","Hazelwood","4/17/2022",1700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.526683119,-122.537682316,7679936,684701,"4/18/2022",1
"32","500 BLOCK OF NE SCHUYLER ST","22-922940","Property","Eliot","7/28/2022",1435,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.535827472,-122.660117201,7648658,688849,"8/12/2022",1
"33","500 BLOCK OF SE 122ND AVE","22-1936","Property","Mill Park","1/3/2022",940,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.518682421,-122.537711326,7679855,681785,"1/3/2022",1
"34","500 BLOCK OF SE 122ND AVE","22-2203","Property","Mill Park","1/3/2022",1638,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.518682421,-122.537711326,7679855,681785,"1/3/2022",1
"35","500 BLOCK OF SE SALMON ST","22-918025","Property","Buckman West","6/23/2022",945,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.514328348,-122.660255504,7648413,681014,"6/24/2022",1
"36","500 BLOCK OF SW HARVEY MILK ST","22-9692","Property","Downtown","1/11/2022",1200,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.520976046,-122.676982911,7644192,683552,"1/11/2022",1
"37","600 BLOCK OF NE HOLLADAY ST","22-93591","Property","Lloyd","3/24/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530007384,-122.65913845,7648852,686721,"4/8/2022",1
"38","600 BLOCK OF NE HOLLADAY ST","22-325486","Property","Lloyd","11/16/2022",850,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530007384,-122.65913845,7648852,686721,"12/8/2022",1
"39","600 BLOCK OF NE HOLLADAY ST","22-802348","Property","Lloyd","3/17/2022",1700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530007384,-122.65913845,7648852,686721,"8/29/2022",1
"40","600 BLOCK OF SE 52ND AVE","22-923863","Property","Mt Tabor","11/21/2021",1735,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.518455417,-122.609875601,7661362,682177,"8/23/2022",1
"41","600 BLOCK OF SE 52ND AVE","22-923938","Property","Mt Tabor","10/21/2021",1800,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.518455417,-122.609875601,7661362,682177,"8/23/2022",1
"42","600 BLOCK OF SE 52ND AVE","22-923939","Property","Mt Tabor","12/2/2021",1750,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.518455417,-122.609875601,7661362,682177,"8/23/2022",1
"43","600 BLOCK OF SE 122ND AVE","22-110784","Property","Mill Park","4/26/2022",1958,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.517986185,-122.537830738,7679818,681532,"4/26/2022",1
"44","600 BLOCK OF SE 122ND AVE","22-133818","Property","Mill Park","5/20/2022",2017,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.517986185,-122.537830738,7679818,681532,"5/20/2022",1
"45","600 BLOCK OF SE 128TH AVE","22-197197","Property","Mill Park","7/23/2022",940,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.517785557,-122.531653536,7681399,681419,"7/23/2022",1
"46","700 BLOCK OF NE 55TH AVE","22-925003","Property","Rose City Park","9/6/2022",1330,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.528668435,-122.607561784,7662052,685884,"9/7/2022",1
"47","700 BLOCK OF NE 125TH AVE","22-930710","Property","Hazelwood","10/11/2022",1700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.52818919,-122.534438073,7680781,685229,"11/3/2022",1
"48","700 BLOCK OF NW 16TH AVE","22-907323","Property","Northwest","3/14/2022",1215,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.528212501,-122.687456335,7641580,686262,"3/15/2022",1
"49","800 BLOCK OF N KILLINGSWORTH ST","22-257390","Property","Humboldt","9/24/2022",914,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.562721855,-122.675475606,7644988,698757,"9/24/2022",1
"50","800 BLOCK OF NE 90TH AVE","22-910054","Property","Montavilla","3/29/2022",29,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.529348761,-122.571351251,7671335,685892,"4/10/2022",1
"51","800 BLOCK OF SE 27TH AVE","22-903336","Property","Buckman East","12/31/2021",1835,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.516793664,-122.638174323,7654095,681762,"2/3/2022",1
"52","800 BLOCK OF SE 137TH AVE","22-926491","Property","Hazelwood","9/7/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.516398465,-122.522569645,7683714,680855,"9/20/2022",1
"53","900 BLOCK OF SE 162ND AVE","22-72406","Property","Centennial","3/10/2022",1400,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.515769472,-122.496572698,7690370,680460,"3/17/2022",1
"54","900 BLOCK OF SW 5TH AVE","22-335273","Property","Downtown","12/19/2022",936,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.517118499,-122.678427333,7643784,682156,"12/19/2022",1
"55","1000 BLOCK OF E POWELL BLVD","22-680310","Property","","3/21/2021",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.498057,-122.420650176,7709672,673532,"5/19/2022",1
"56","1000 BLOCK OF LLOYD CENTER","22-921928","Property","Lloyd","7/5/2022",1920,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.531817713,-122.654632154,7650024,687350,"7/31/2022",1
"57","1000 BLOCK OF NW HOYT ST","22-912857","Property","Pearl","4/29/2022",200,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.527289009,-122.681768576,7643028,685886,"5/6/2022",1
"58","1000 BLOCK OF NW LOVEJOY ST","22-929091","Property","Pearl","10/18/2022",1653,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530060911,-122.681871201,7643029,686897,"10/18/2022",1
"59","1000 BLOCK OF NW NAITO PKWY","22-680560","Property","Old Town/Chinatown","4/27/2022",1600,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530532563,-122.675951873,7644550,687028,"4/27/2022",1
"60","1000 BLOCK OF NW SLERET AVE","22-680926","Property","","6/25/2022",915,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.504870206,-122.439358462,7704936,676130,"8/23/2022",1
"61","1000 BLOCK OF SW BERTHA BLVD","22-906374","Property","Hillsdale","3/8/2022",1850,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.471196728,-122.689274385,7640551,665494,"3/8/2022",1
"62","1000 BLOCK OF SW BROADWAY","22-241475","Property","Downtown","7/24/2022",33,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.5169989,-122.680826822,7643168,682129,"9/7/2022",1
"63","1000 BLOCK OF SW BROADWAY","22-680121","Property","Downtown","1/11/2022",1725,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.5169989,-122.680826822,7643168,682129,"1/12/2022",1
"64","1000 BLOCK OF SW WASHINGTON ST","22-928384","Property","Downtown","10/9/2022",1621,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.521439541,-122.681910691,7642934,683755,"10/9/2022",1
"65","1100 BLOCK OF N HAYDEN MEADOWS DR","22-904458","Property","East Columbia","1/16/2022",900,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.595511596,-122.678629039,7644503,710730,"2/14/2022",1
"66","1100 BLOCK OF NE WEIDLER ST","22-932420","Property","Lloyd","11/21/2022",1855,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.534300774,-122.654043222,7650199,688251,"11/21/2022",1
"67","1100 BLOCK OF NW EVERETT ST","22-905993","Property","Pearl","1/1/2022",1730,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.525131172,-122.682704412,7642767,685106,"3/2/2022",1
"68","1100 BLOCK OF NW LOVEJOY ST","22-914134","Property","Pearl","5/16/2022",1930,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530036093,-122.682889093,7642768,686895,"5/17/2022",1
"69","1100 BLOCK OF SW 2ND AVE","22-923423","Property","Downtown","7/23/2022",1130,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.515006335,-122.676231105,7644326,681371,"8/19/2022",1
"70","1100 BLOCK OF SW 11TH AVE","22-905807","Property","Downtown","2/28/2022",1000,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.517302047,-122.684799754,7642153,682267,"3/1/2022",1
"71","1200 BLOCK OF NE 102ND AVE","22-912571","Property","Hazelwood","4/15/2022",1450,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.531676774,-122.558136675,7674742,686654,"5/3/2022",1
"72","1200 BLOCK OF NE BROADWAY","22-32780","Property","Irvington","2/3/2022",700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.535088184,-122.65301904,7650469,688531,"2/4/2022",1
"73","1200 BLOCK OF NE BROADWAY","22-184465","Property","Irvington","7/10/2022",1030,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.535088184,-122.65301904,7650469,688531,"7/10/2022",1
"74","1200 BLOCK OF SW 6TH AVE","22-909584","Property","Downtown","12/15/2021",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.515391233,-122.680530923,7643228,681541,"4/7/2022",1
"75","1200 BLOCK OF SW ALDER ST","22-803833","Property","Downtown","12/6/2022",715,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.521402786,-122.684278418,7642327,683758,"12/6/2022",1
"76","1200 BLOCK OF SW YAMHILL ST","22-902867","Property","Downtown","12/23/2021",1120,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.520058688,-122.684983883,7642133,683273,"1/31/2022",1
"77","1200 BLOCK OF SW YAMHILL ST","22-928523","Property","Downtown","10/12/2022",1250,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.520058688,-122.684983883,7642133,683273,"10/12/2022",1
"78","1300 BLOCK OF NW LOVEJOY ST","22-680186","Property","Pearl","1/13/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.530090985,-122.684909379,7642251,686929,"2/15/2022",1
"79","1300 BLOCK OF SE 122ND AVE","22-918424","Property","Mill Park","4/11/2022",1725,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.513402297,-122.537642834,7679824,679860,"7/7/2022",1
"80","1300 BLOCK OF SW 11TH AVE","22-155735","Property","Downtown","6/11/2022",1141,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.515968466,-122.685528976,7641953,681786,"6/11/2022",1
"81","1400 BLOCK OF NE HALSEY ST","22-919747","Property","Lloyd","7/1/2022",1145,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.533661082,-122.650989574,7650975,687997,"7/13/2022",1
"82","1500 BLOCK OF NE 112TH AVE","22-680786","Property","Parkrose Heights","7/7/2022",900,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.533730558,-122.547140207,7677578,687331,"7/7/2022",1
"83","1500 BLOCK OF NE ALBERTA ST","22-320689","Property","Vernon","12/2/2022",1751,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.559045191,-122.649225759,7651673,697237,"12/2/2022",1
"84","1500 BLOCK OF NE DAVIS ST","22-927853","Property","Kerns","10/3/2022",715,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.524369509,-122.650781978,7650938,684609,"10/3/2022",1
"85","1500 BLOCK OF SE 31ST AVE","22-911302","Property","Richmond","2/26/2022",1135,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.511752302,-122.633816848,7655163,679895,"4/22/2022",1
"86","1500 BLOCK OF SE 162ND AVE","22-4508","Property","Centennial","1/1/2022",1000,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.511973879,-122.496489986,7690357,679076,"1/6/2022",1
"87","1700 BLOCK OF N TOMAHAWK ISLAND DR","22-198349","Property","Hayden Island","7/23/2022",2140,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.613042315,-122.684900972,7643071,717163,"7/24/2022",1
"88","1700 BLOCK OF NW RALEIGH ST","22-902797","Property","Northwest","1/21/2022",1535,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.534197557,-122.689127512,7641211,688455,"1/27/2022",1
"89","1800 BLOCK OF SW 5TH AVE","22-230156","Property","Downtown","8/26/2022",1509,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.511119565,-122.681674182,7642893,679992,"8/26/2022",1
"90","1900 BLOCK OF NW JOHNSON ST","22-905599","Property","Northwest","2/24/2022",1400,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.528449098,-122.691454851,7640558,686376,"2/25/2022",1
"91","1900 BLOCK OF NW LOVEJOY ST","22-134699","Property","Northwest","5/21/2022",1858,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.529874836,-122.691505984,7640559,686896,"5/21/2022",1
"92","2000 BLOCK OF N ARGYLE ST","22-907059","Property","Kenton","3/5/2022",1840,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.584495173,-122.68748977,7642127,706776,"3/12/2022",1
"93","2000 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-235831","Property","Eliot","9/1/2022",1400,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.537498536,-122.661566752,7648303,689468,"9/1/2022",1
"94","2000 BLOCK OF NE SANDY BLVD","22-902009","Property","Kerns","12/29/2021",1455,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.526061561,-122.644952087,7652448,685186,"1/20/2022",1
"95","2000 BLOCK OF NW HOYT ST","22-927017","Property","Northwest","9/23/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.527075211,-122.693431604,7640038,685889,"9/26/2022",1
"96","2100 BLOCK OF NE BROADWAY","22-927305","Property","Sullivan's Gulch","9/28/2022",1300,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.534973186,-122.643906837,7652802,688427,"9/28/2022",1
"97","2100 BLOCK OF SE 84TH AVE","22-918091","Property","Montavilla","6/23/2022",1810,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.50728316,-122.576613984,7669780,677884,"6/23/2022",1
"98","2100 BLOCK OF SE 105TH AVE","22-299026","Property","Hazelwood","11/8/2022",856,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.507090823,-122.554658777,7675405,677670,"11/8/2022",1
"99","2100 BLOCK OF SE DIVISION ST","22-935569","Property","Hosford-Abernethy","12/25/2022",1600,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.504860978,-122.644092903,7652463,677453,"12/26/2022",1
"100","2100 BLOCK OF W BURNSIDE ST","22-228451","Property","Northwest","7/1/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.523307015,-122.695214198,7639544,684528,"8/24/2022",1
"101","2200 BLOCK OF LLOYD CENTER","22-111826","Property","Lloyd","4/27/2022",1930,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.531806118,-122.65246906,7650578,687331,"4/27/2022",1
"102","2200 BLOCK OF N INTERSTATE AVE","22-906642","Property","Eliot","3/6/2022",1725,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.538969749,-122.674479369,7645010,690093,"3/6/2022",1
"103","2200 BLOCK OF NE 25TH AVE","22-904241","Property","Irvington","12/29/2021",1135,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.538576133,-122.640048967,7653825,689714,"2/11/2022",1
"104","2200 BLOCK OF NE 51ST AVE","22-22234","Property","Rose City Park","1/24/2022",1149,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.538720904,-122.610855314,7661304,689570,"1/24/2022",1
"105","2200 BLOCK OF NE SANDY BLVD","22-913234","Property","Kerns","5/7/2022",1100,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.526868463,-122.642878664,7652987,685466,"5/9/2022",1
"106","2200 BLOCK OF NW PETTYGROVE ST","22-916191","Property","Northwest","5/25/2022",800,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.532615507,-122.697697837,7639000,687938,"6/9/2022",1
"107","2200 BLOCK OF SE 35TH PL","22-911667","Property","Richmond","4/23/2022",1700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.506499558,-122.627532475,7656723,677938,"4/25/2022",1
"108","2200 BLOCK OF SE 37TH AVE","22-903555","Property","Richmond","2/7/2022",1532,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.507009466,-122.62577618,7657178,678112,"2/7/2022",1
"109","2200 BLOCK OF SE 85TH AVE","22-901260","Property","Montavilla","10/25/2018",50,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.50649237,-122.575738365,7669997,677590,"1/10/2022",1
"110","2300 BLOCK OF N CLARK AVE","22-219721","Property","Eliot","8/15/2022",1550,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.539696948,-122.676646772,7644462,690373,"8/15/2022",1
"111","2300 BLOCK OF NE EVERETT ST","22-922918","Property","Kerns","1/16/2020",935,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.524963033,-122.641920717,7653214,684765,"8/17/2022",1
"112","2300 BLOCK OF SE 82ND AVE","22-43551","Property","Montavilla","2/15/2022",2122,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.5058834,-122.578615168,7669254,677387,"2/15/2022",1
"113","2300 BLOCK OF SE 122ND AVE","22-931326","Property","Mill Park","9/4/2022",2245,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.505559557,-122.537736037,7679728,677002,"11/10/2022",1
"114","2400 BLOCK OF NE 50TH AVE","22-905805","Property","Rose City Park","1/17/2022",1700,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.540200775,-122.61199182,7661027,690117,"3/1/2022",1
"115","2400 BLOCK OF NE SARATOGA ST","22-164963","Property","Concordia","6/20/2022",1706,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.57241293,-122.641384049,7653810,702056,"6/20/2022",1
"116","2400 BLOCK OF NW BURNETT ST","22-909715","Property","Forest Park","7/3/2021",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.542043816,-122.78018675,7617967,691960,"4/7/2022",1
"117","2400 BLOCK OF SE 122ND AVE","22-283656","Property","Mill Park","10/22/2022",1704,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.504593148,-122.53761943,7679749,676649,"10/22/2022",1
"118","2500 BLOCK OF N HAYDEN ISLAND DR","22-299062","Property","Hayden Island","11/8/2022",941,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.616364311,-122.69156583,7641399,718420,"11/8/2022",1
"119","2500 BLOCK OF NE 102ND AVE","22-919417","Property","Parkrose Heights","6/14/2022",2205,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.540568087,-122.558013992,7674856,689894,"7/14/2022",1
"120","2500 BLOCK OF SE 21ST AVE","22-906869","Property","Hosford-Abernethy","3/2/2022",1200,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.504462919,-122.644546094,7652343,677311,"3/11/2022",1
"121","2500 BLOCK OF SE HAWTHORNE BLVD","22-19466","Property","Buckman East","1/19/2022",1450,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"1/21/2022",1
"122","2500 BLOCK OF SE HAWTHORNE BLVD","22-44215","Property","Buckman East","2/16/2022",1331,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"2/16/2022",1
"123","2500 BLOCK OF SE HAWTHORNE BLVD","22-680927","Property","Buckman East","6/14/2022",1400,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"8/23/2022",1
"124","2500 BLOCK OF SE HAWTHORNE BLVD","22-801460","Property","Buckman East","3/1/2022",1000,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"4/15/2022",1
"125","2500 BLOCK OF SE HAWTHORNE BLVD","22-802278","Property","Buckman East","9/9/2021",535,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"5/2/2022",1
"126","2500 BLOCK OF SE HAWTHORNE BLVD","22-803475","Property","Buckman East","11/20/2022",1200,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.512116881,-122.639734776,7653650,680068,"11/29/2022",1
"127","2600 BLOCK OF NE MARTIN LUTHER KING JR BLVD","22-915217","Property","Eliot","4/7/2022",1200,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.541571031,-122.66166328,7648318,690953,"5/27/2022",1
"128","2600 BLOCK OF NW VAUGHN ST","22-918082","Property","Northwest","6/24/2022",1600,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.536744451,-122.705876738,7636946,689500,"6/24/2022",1
"129","2600 BLOCK OF SE 162ND AVE","22-172988","Property","Centennial","6/28/2022",2215,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.503188207,-122.496700078,7690224,675875,"6/28/2022",1
"130","2700 BLOCK OF NE COLUMBIA BLVD","22-918036","Property","Concordia","5/13/2022",0,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.575095696,-122.63757475,7654811,703008,"6/23/2022",1
"131","2700 BLOCK OF SE 82ND AVE","22-128781","Property","Powellhurst-Gilbert","5/15/2022",2300,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.502835165,-122.578620664,7669224,676276,"5/16/2022",1
"132","2800 BLOCK OF SE 26TH AVE","22-216712","Property","Hosford-Abernethy","8/12/2022",1012,"Counterfeiting_Forgery","Counterfeiting/Forgery",45.502306009,-122.639712427,7653561,676492,"8/12/2022",1
